GatyaSetID	BannerON_OFF	ItemID_Ticket	animeID	btnCutID	seriesID	menuCutID	CharaID	waitmaanimON_OFF	imgID
630	0	21	0	0	4	1	-1	0	-1
631	0	21	0	0	4	1	-1	0	-1
632	0	21	0	0	4	1	-1	0	-1
633	0	21	0	0	19	1	-1	0	-1
634	0	21	0	0	27	1	-1	0	-1
635	0	29	0	1	21	5	-1	0	-1
636	0	29	0	1	21	5	-1	0	-1
637	0	29	0	1	21	5	-1	0	-1
638	0	145	0	1	46	9	-1	0	-1
639	0	145	0	1	46	9	-1	0	-1
640	0	145	0	1	46	9	-1	0	-1
641	0	21	0	0	27	1	-1	0	-1
642	0	21	0	0	23	1	-1	0	-1
643	0	21	0	0	24	1	-1	0	-1
644	0	21	0	0	24	1	-1	0	-1
645	0	21	0	0	24	1	-1	0	-1
646	0	21	0	0	33	1	-1	0	-1
647	0	21	0	0	33	1	-1	0	-1
648	0	21	0	0	33	1	-1	0	-1
649	0	21	0	0	8	1	-1	0	-1
650	0	21	0	0	8	1	-1	0	-1
651	0	21	0	0	19	1	-1	0	-1
652	0	21	0	0	27	1	-1	0	-1
653	0	29	0	1	21	5	-1	0	-1
654	0	29	0	1	21	5	-1	0	-1
655	0	145	0	1	46	9	-1	0	-1
656	0	145	0	1	46	9	-1	0	-1
657	0	21	0	0	6	1	-1	0	-1
658	0	21	0	0	6	1	-1	0	-1
659	0	21	0	0	6	1	-1	0	-1
660	0	21	0	0	7	1	-1	0	-1
661	0	21	0	0	7	1	-1	0	-1
662	0	21	0	0	7	1	-1	0	-1
663	0	21	0	0	30	1	-1	0	-1
664	0	21	0	0	31	1	-1	0	-1
665	0	21	0	0	41	1	-1	0	-1
666	0	21	0	0	35	1	-1	0	-1
667	0	21	0	0	39	1	-1	0	-1
668	0	21	0	0	9	1	-1	0	-1
669	0	21	0	0	19	1	-1	0	-1
670	0	21	0	0	27	1	-1	0	-1
671	0	29	0	1	21	5	-1	0	-1
672	0	29	0	1	21	5	-1	0	-1
673	0	145	0	1	46	9	-1	0	-1
674	0	145	0	1	46	9	-1	0	-1
675	0	21	0	0	19	1	-1	0	-1
676	0	21	0	0	27	1	-1	0	-1
677	0	21	0	0	18	1	-1	0	-1
678	0	21	0	0	18	1	-1	0	-1
679	0	21	0	0	18	1	-1	0	-1
680	0	21	0	0	16	1	-1	0	-1
681	0	21	0	0	42	1	-1	0	-1
682	0	21	0	0	27	1	-1	0	-1
683	0	21	0	0	47	1	-1	0	-1
684	0	29	0	1	21	5	-1	0	-1
685	0	29	0	1	21	5	-1	0	-1
686	0	145	0	1	46	9	-1	0	-1
687	0	145	0	1	46	9	-1	0	-1
688	0	21	0	0	19	1	-1	0	-1
689	0	29	0	1	21	5	-1	0	-1
690	0	145	0	1	46	9	-1	0	-1
691	0	29	0	1	21	5	-1	0	-1
692	0	145	0	1	46	9	-1	0	-1
693	0	21	0	0	3	1	-1	0	-1
694	0	21	0	0	3	1	-1	0	-1
695	0	21	0	0	3	1	-1	0	-1
696	1	21	0	0	5	1	-1	0	-1
697	0	21	0	0	47	1	-1	0	-1
698	0	21	0	0	48	1	-1	0	-1
699	0	21	0	0	50	1	-1	0	-1
700	0	21	0	0	19	1	-1	0	-1
701	0	21	0	0	27	1	-1	0	-1
702	0	29	0	1	21	5	-1	0	-1
703	0	145	0	1	46	9	-1	0	-1
704	0	21	0	0	27	1	-1	0	-1
705	0	29	0	1	21	5	-1	0	-1
706	0	145	0	1	46	9	-1	0	-1
707	0	21	0	0	48	1	-1	0	-1
708	0	21	0	0	2	1	-1	0	-1
709	0	21	0	0	2	1	-1	0	-1
710	0	21	0	0	32	1	-1	0	-1
711	0	21	0	0	52	1	-1	0	-1
712	0	21	0	0	19	1	-1	0	-1
713	0	21	0	0	27	1	-1	0	-1
714	0	29	0	1	21	5	-1	0	-1
715	0	145	0	1	46	9	-1	0	-1
716	0	21	0	0	19	1	-1	0	-1
717	0	21	0	0	32	1	-1	0	-1
718	0	21	0	0	33	1	-1	0	-1
719	0	21	0	0	33	1	-1	0	-1
720	0	21	0	0	19	1	-1	0	-1
721	0	21	0	0	27	1	-1	0	-1
722	0	29	0	1	21	5	-1	0	-1
723	0	145	0	1	46	9	-1	0	-1
724	0	21	0	0	26	1	-1	0	-1
725	0	21	0	0	26	1	-1	0	-1
726	0	21	0	0	47	1	-1	0	-1
727	0	21	0	0	42	1	-1	0	-1
728	0	21	0	0	27	1	-1	0	-1
729	0	29	0	1	21	5	-1	0	-1
730	0	145	0	1	46	9	-1	0	-1
731	0	21	0	0	53	1	-1	0	-1
732	0	21	0	0	4	1	-1	0	-1
733	0	21	0	0	4	1	-1	0	-1
734	0	21	0	0	27	1	-1	0	-1
735	0	29	0	1	21	5	-1	0	-1
736	0	145	0	1	46	9	-1	0	-1
737	0	21	0	0	30	1	-1	0	-1
738	0	21	0	0	31	1	-1	0	-1
739	0	21	0	0	41	1	-1	0	-1
740	0	21	0	0	20	1	-1	0	-1
741	0	21	0	0	1	1	-1	0	-1
742	0	21	0	0	1	1	-1	0	-1
743	0	21	0	0	19	1	-1	0	-1
744	0	21	0	0	27	1	-1	0	-1
745	0	29	0	1	21	5	-1	0	-1
746	0	145	0	1	46	9	-1	0	-1
747	0	21	0	0	50	1	-1	0	-1
748	0	21	0	0	49	1	-1	0	-1
749	0	21	0	0	19	1	-1	0	-1
750	0	21	0	0	20	1	-1	0	-1
751	0	21	0	0	47	1	-1	0	-1
752	0	21	0	0	24	1	-1	0	-1
753	0	21	0	0	24	1	-1	0	-1
754	0	21	0	0	19	1	-1	0	-1
755	0	29	0	1	21	5	-1	0	-1
756	0	145	0	1	46	9	-1	0	-1
757	1	21	0	0	49	1	-1	0	-1
758	0	21	0	0	42	1	-1	0	-1
759	0	21	0	0	27	1	-1	0	-1
760	0	21	0	0	28	1	-1	0	-1
761	0	21	0	0	28	1	-1	0	-1
762	0	21	0	0	8	1	-1	0	-1
763	0	21	0	0	54	1	-1	0	-1
764	0	21	0	0	55	1	-1	0	-1
765	0	21	0	0	51	1	624	0	-1
766	0	21	0	0	8	1	-1	0	-1
767	0	21	0	0	35	1	-1	0	-1
768	0	21	0	0	39	1	-1	0	-1
769	0	21	0	0	30	1	-1	0	-1
770	0	21	0	0	31	1	-1	0	-1
771	0	21	0	0	41	1	-1	0	-1
772	1	21	0	0	56	1	-1	0	-1
773	0	21	0	0	47	1	-1	0	-1
774	0	29	0	1	21	5	-1	0	-1
775	0	145	0	1	46	9	-1	0	-1
776	0	21	0	0	9	1	-1	0	-1
777	1	21	0	0	54	1	-1	0	-1
778	1	21	0	0	55	1	-1	0	-1
779	0	21	0	0	47	1	-1	0	-1
780	0	21	0	0	42	1	-1	0	-1
781	0	21	0	0	16	1	-1	0	-1
782	0	29	0	1	21	5	-1	0	-1
783	0	145	0	1	46	9	-1	0	-1
784	0	21	0	0	42	1	-1	0	-1
786	0	21	0	0	52	1	-1	0	-1
787	0	21	0	0	19	1	-1	0	-1
789	0	21	0	0	6	1	-1	0	-1
790	0	21	0	0	6	1	-1	0	-1
791	0	21	0	0	19	1	-1	0	-1
792	0	21	0	0	27	1	-1	0	-1
793	0	29	0	1	21	5	-1	0	-1
794	0	145	0	1	46	9	-1	0	-1
795	1	21	0	0	48	1	-1	0	-1
796	0	21	0	0	47	1	-1	0	-1
797	0	21	0	0	26	1	-1	0	-1
798	0	21	0	0	7	1	-1	0	-1
799	0	21	0	0	7	1	-1	0	-1
800	0	21	0	0	19	1	-1	0	-1
801	0	21	0	0	27	1	-1	0	-1
802	0	29	0	1	21	5	-1	0	-1
803	0	145	0	1	46	9	-1	0	-1
804	0	21	0	0	26	1	-1	0	-1
805	1	21	0	0	34	1	-1	0	-1
806	0	21	0	0	42	1	-1	0	-1
807	0	21	0	0	27	1	-1	0	-1
808	0	29	0	1	21	5	-1	0	-1
809	0	145	0	1	46	9	-1	0	-1
810	0	21	0	0	53	1	-1	0	-1
811	0	21	0	0	0	1	-1	0	-1
812	0	21	0	0	0	1	-1	0	-1
813	0	21	0	0	19	1	-1	0	-1
814	0	21	0	0	27	1	-1	0	-1
815	0	29	0	1	21	5	-1	0	-1
816	0	145	0	1	46	9	-1	0	-1
817	0	21	0	0	47	1	-1	0	-1
818	0	21	0	0	37	1	-1	0	-1
819	0	21	0	0	44	1	-1	0	-1
820	1	21	0	0	37	1	-1	0	-1
821	1	21	0	0	44	1	-1	0	-1
822	0	21	0	0	20	1	-1	0	-1
823	0	21	0	0	24	1	-1	0	-1
824	0	21	0	0	24	1	-1	0	-1
825	0	21	0	0	19	1	-1	0	-1
826	0	21	0	0	27	1	-1	0	-1
827	0	29	0	1	21	5	-1	0	-1
828	0	145	0	1	46	9	-1	0	-1
829	0	21	0	0	42	1	-1	0	-1
830	0	21	0	0	47	1	-1	0	-1
831	0	21	0	0	20	1	-1	0	-1
832	0	29	0	1	21	5	-1	0	-1
833	0	145	0	1	46	9	-1	0	-1
834	0	21	0	0	27	1	-1	0	-1
835	0	21	0	0	33	1	-1	0	-1
836	0	21	0	0	33	1	-1	0	-1
837	0	21	0	0	19	1	-1	0	-1
838	0	21	0	0	27	1	-1	0	-1
839	0	29	0	1	21	5	-1	0	-1
840	0	145	0	1	46	9	-1	0	-1
841	0	21	0	0	47	1	-1	0	-1
842	0	21	0	0	18	1	-1	0	-1
843	0	21	0	0	18	1	-1	0	-1
844	0	21	0	0	19	1	-1	0	-1
845	0	21	0	0	27	1	-1	0	-1
846	0	29	0	1	21	5	-1	0	-1
847	0	145	0	1	46	9	-1	0	-1
848	1	21	0	0	57	1	624	0	-1
849	0	21	0	0	58	1	721	0	-1
850	0	21	0	0	43	1	-1	0	-1
851	0	21	0	0	35	1	-1	0	-1
852	0	21	0	0	39	1	-1	0	-1
853	0	21	0	0	30	1	-1	0	-1
854	0	21	0	0	31	1	-1	0	-1
855	0	21	0	0	41	1	-1	0	-1
856	1	21	0	0	59	1	-1	0	-1
857	0	21	0	0	28	1	-1	0	-1
858	0	21	0	0	28	1	-1	0	-1
859	0	21	0	0	42	1	-1	0	-1
860	0	21	0	0	16	1	-1	0	-1
861	1	21	0	0	50	1	-1	0	-1
862	0	21	0	0	19	1	-1	0	-1
863	0	145	0	1	46	9	-1	0	-1
864	0	21	0	0	60	1	-1	0	-1
865	0	21	0	0	16	1	-1	0	-1
866	0	21	0	0	61	1	-1	0	-1
867	0	21	0	0	52	1	-1	0	-1
868	0	21	0	0	3	1	-1	0	-1
869	0	21	0	0	3	1	-1	0	-1
870	0	21	0	0	19	1	-1	0	-1
871	0	21	0	0	27	1	-1	0	-1
872	0	29	0	1	21	5	-1	0	-1
873	0	145	0	1	46	9	-1	0	-1
874	1	21	0	0	43	1	-1	0	-1
875	0	21	0	0	26	1	-1	0	-1
876	0	21	0	0	42	1	-1	0	-1
877	0	21	0	0	27	1	-1	0	-1
878	0	145	0	1	46	9	-1	0	-1
879	1	21	0	0	62	1	-1	0	-1
880	1	21	0	0	26	1	-1	0	-1
881	0	21	0	0	2	1	-1	0	-1
882	0	21	0	0	2	1	-1	0	-1
883	0	21	0	0	27	1	-1	0	-1
884	0	21	0	0	19	1	-1	0	-1
885	0	29	0	1	21	5	-1	0	-1
886	0	145	0	1	46	9	-1	0	-1
887	1	21	0	0	53	1	-1	0	-1
888	0	21	0	0	63	1	-1	0	-1
889	0	21	0	0	35	1	-1	0	-1
890	0	21	0	0	4	1	-1	0	-1
891	0	21	0	0	4	1	-1	0	-1
892	0	21	0	0	19	1	-1	0	-1
893	0	21	0	0	27	1	-1	0	-1
894	0	29	0	1	21	5	-1	0	-1
895	0	145	0	1	46	9	-1	0	-1
896	0	21	0	0	64	1	-1	0	-1
897	0	21	0	0	65	1	-1	0	-1
898	0	21	0	0	47	1	-1	0	-1
899	0	21	0	0	27	1	-1	0	-1
900	0	145	0	1	46	9	-1	0	-1
901	0	21	0	0	27	1	-1	0	-1
902	0	145	0	1	46	9	-1	0	-1
903	1	21	0	0	64	1	-1	0	-1
904	1	21	0	0	65	1	-1	0	-1
905	1	21	0	0	63	1	-1	0	-1
906	0	21	0	0	32	1	-1	0	-1
907	0	21	0	0	1	1	-1	0	-1
908	0	21	0	0	1	1	-1	0	-1
909	0	21	0	0	19	1	-1	0	-1
910	0	21	0	0	27	1	-1	0	-1
911	0	29	0	1	21	5	-1	0	-1
912	0	145	0	1	46	9	-1	0	-1
913	0	21	0	0	38	1	-1	0	-1
914	0	21	0	0	42	1	-1	0	-1
915	1	21	0	0	32	1	-1	0	-1
916	0	21	0	0	6	1	-1	0	-1
917	0	21	0	0	6	1	-1	0	-1
918	0	21	0	0	19	1	-1	0	-1
919	0	21	0	0	27	1	-1	0	-1
920	0	29	0	1	21	5	-1	0	-1
921	0	145	0	1	46	9	-1	0	-1
922	0	21	0	0	8	1	-1	0	-1
923	0	21	0	0	47	1	-1	0	-1
924	1	21	0	0	58	1	721	0	-1
925	1	21	0	0	13	1	-1	0	-1
926	1	21	0	0	8	1	-1	0	-1
927	1	21	0	0	60	1	-1	0	-1
928	0	21	0	0	7	1	-1	0	-1
929	0	21	0	0	7	1	-1	0	-1
930	0	21	0	0	19	1	-1	0	-1
931	1	21	0	0	27	1	-1	0	969
932	0	29	0	1	21	5	-1	0	-1
933	0	145	0	1	46	9	-1	0	-1
934	0	21	0	0	35	1	-1	0	-1
935	0	21	0	0	39	1	-1	0	-1
936	1	21	0	0	66	1	-1	0	-1
937	1	21	0	0	67	1	-1	0	-1
938	1	21	0	0	68	1	-1	0	-1
939	1	21	0	0	59	1	-1	0	-1
940	1	21	0	0	9	1	-1	0	-1
941	1	21	0	0	0	1	-1	0	986
942	1	21	0	0	1	1	-1	0	942
943	1	21	0	0	2	1	-1	0	943
944	1	21	0	0	3	1	-1	0	944
945	1	21	0	0	4	1	-1	0	945
946	1	21	0	0	6	1	-1	0	946
947	1	21	0	0	7	1	-1	0	947
948	1	21	0	0	18	1	-1	0	948
949	1	21	0	0	24	1	-1	0	949
950	1	21	0	0	28	1	-1	0	950
951	1	21	0	0	33	1	-1	0	951
952	1	21	0	0	19	1	-1	0	963
953	1	29	0	1	21	5	-1	0	970
954	1	145	0	1	46	9	-1	0	971
955	1	21	0	0	47	1	-1	0	973
956	1	21	0	0	42	1	-1	0	-1
957	0	21	0	0	16	1	-1	0	-1
958	0	21	0	0	23	1	-1	0	-1
959	1	21	0	0	16	1	-1	0	-1
960	1	21	0	0	23	1	-1	0	-1
961	1	212	0	1	69	10	-1	0	-1
962	1	21	0	0	0	1	-1	0	986
963	1	21	0	0	19	1	-1	0	963
964	1	21	0	0	27	1	-1	0	969
965	1	29	0	1	21	5	-1	0	970
966	1	145	0	1	46	9	-1	0	971
967	1	21	0	0	70	1	-1	0	-1
968	1	21	0	0	52	1	-1	0	-1
969	1	21	0	0	27	1	-1	0	969
970	1	29	0	1	21	5	-1	0	970
971	1	145	0	1	46	9	-1	0	971
972	1	21	0	0	42	1	-1	0	-1
973	1	21	0	0	47	1	-1	0	973
974	1	21	0	0	71	1	-1	0	-1
975	1	21	0	0	35	1	-1	0	-1
976	0	21	0	0	39	1	-1	0	-1
977	1	21	0	0	72	1	-1	0	-1
978	1	21	0	0	72	1	-1	0	-1
979	1	21	0	0	24	1	-1	0	949
980	1	21	0	0	24	1	-1	0	-1
981	1	21	0	0	19	1	-1	0	963
982	1	21	0	0	27	1	-1	0	969
983	1	29	0	1	21	5	-1	0	970
984	1	145	0	1	46	9	-1	0	971
985	0	21	0	0	73	1	-1	0	-1
986	1	21	0	0	0	1	-1	0	986
987	0	21	0	0	27	1	-1	0	969
988	0	29	0	1	21	5	-1	0	970
989	0	145	0	1	46	9	-1	0	971
990	1	21	0	0	39	1	-1	0	-1
991	1	21	0	0	18	1	-1	0	948
992	1	21	0	0	18	1	-1	0	-1
993	1	21	0	0	19	1	-1	0	963
994	1	21	0	0	27	1	-1	0	969
995	1	29	0	1	21	5	-1	0	970
996	1	145	0	1	46	9	-1	0	971
997	0	21	0	0	65	1	-1	0	-1
998	0	21	0	0	37	1	-1	0	-1
999	0	21	0	0	44	1	-1	0	-1
1000	0	21	0	0	14	1	-1	0	-1
1001	1	21	0	0	65	1	-1	0	-1
1002	1	21	0	0	14	1	-1	0	-1
1003	1	21	0	0	73	1	-1	0	-1
1004	1	21	0	0	33	1	-1	0	951
1005	1	21	0	0	33	1	-1	0	-1
1006	1	21	0	0	19	1	-1	0	963
1007	1	21	0	0	27	1	-1	0	969
1008	1	29	0	1	21	5	-1	0	970
1009	1	145	0	1	46	9	-1	0	971
1010	0	21	0	0	64	1	-1	0	-1
1011	0	21	0	0	70	1	-1	0	-1
1012	1	21	0	0	47	1	-1	0	973
1013	0	21	0	0	42	1	-1	0	-1
1014	1	21	0	0	64	1	-1	0	-1
1015	1	21	0	0	28	1	-1	0	950
1016	1	21	0	0	28	1	-1	0	-1
1017	0	21	0	0	54	1	-1	0	-1
1018	0	21	0	0	55	1	-1	0	-1
1019	1	21	0	0	37	1	-1	0	-1
1020	1	21	0	0	44	1	-1	0	-1
