stageID,星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,XP2倍広告,XP2倍広告,マップ名
1240,1,100,150,200,300,0,0,0,0,0,0,48,0,0,0,タッグ闘技場 ベテラン(旧)
1241,1,100,150,200,300,0,0,0,0,0,0,224,0,0,0,タッグ闘技場 プロ(旧)
1242,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,タッグ闘技場 エキスパート(旧)
1243,1,100,150,200,300,0,0,0,3465,0,0,512,0,0,0,絶・ほの暗い沼の底から
1244,1,100,150,200,300,0,1,1,3860,0,0,1,0,0,0,バースデープレゼント!
1245,1,100,150,200,300,0,0,0,3834,0,0,3,0,0,0,2020年最多出演敵ベスト５！
1246,1,100,150,200,300,0,0,0,3466,0,0,512,0,0,0,破滅への序曲
1247,1,100,150,200,300,0,0,0,3321,0,0,512,0,0,0,絶・台風零号
1248,1,100,150,200,300,0,0,0,0,0,0,768,0,0,0,海底の決闘(旧)
1249,1,100,150,200,300,0,1,0,3835,0,0,339,0,0,0,ネコウエハース降臨
1250,1,100,150,200,300,0,3,1,4050,0,0,292,0,0,0,終末ノ連戦場
1251,1,100,150,200,300,0,0,0,3500,0,0,256,0,0,0,天使と般若
1252,1,100,150,200,300,0,0,0,3501,0,0,256,0,0,0,女帝と亡者
1253,1,100,150,200,300,0,0,0,3502,0,0,256,0,0,0,伯爵と乙女
1254,1,100,150,200,300,0,0,0,3824,0,0,1,0,0,0,6000万ダウンロード記念 ハッピープレゼント！
1255,1,100,150,200,300,0,3,1,10020,0,0,48,1,0,0,魔導書の示す場所
1256,1,100,150,200,300,0,3,1,10021,0,0,48,1,0,0,異界のしもべ
1257,1,100,150,200,300,0,0,0,10010,0,0,40,1,0,0,ネコの解放
1258,1,100,150,200,300,0,0,0,10011,0,0,96,1,0,0,タンクネコの解放
1259,1,100,150,200,300,0,0,0,3316,0,1,128,0,0,0,メガサターン
1260,4,100,150,200,300,0,2,0,12157,0,0,125,0,0,0,熱血！大玉転がし
1261,3,100,150,200,300,0,2,0,12158,0,0,122,0,0,0,熱血！障害物競走
1262,1,100,150,200,300,0,2,0,12159,0,0,26,0,0,0,熱血！二人三脚バトル  低学年
1263,1,100,150,200,300,0,2,0,12160,0,0,224,0,0,0,熱血！二人三脚バトル  中学年
1264,1,100,150,200,300,0,2,0,12161,0,0,384,0,0,0,熱血！二人三脚バトル  高学年
1265,1,100,150,200,300,0,3,1,10022,0,0,48,1,0,0,デーモンパーク
1266,1,100,150,200,300,0,0,0,10012,0,0,192,1,0,0,バトルネコの解放
1267,3,100,150,200,300,0,2,0,12174,0,0,125,0,0,0,韓国版専用お年玉襲来！
1268,1,100,150,200,300,0,0,0,10013,0,0,128,1,0,0,ネコたちの解放
1269,1,100,150,200,300,0,3,1,10000,0,0,384,1,0,0,女王の研究報告１
1270,1,100,150,200,300,0,3,1,10001,0,0,256,1,0,0,女王の研究報告２
1271,1,100,150,200,300,0,3,1,10002,0,0,256,1,0,0,女王の研究報告３
1272,1,100,150,200,300,0,0,0,3468,0,0,512,0,0,0,誘惑のシンフォニー
1273,1,100,150,200,300,0,0,0,3470,0,0,1024,0,0,0,羅生門
1274,1,100,150,200,300,5,0,0,1105,0,0,384,0,0,0,進化の悪マタタビ
1275,1,100,150,200,300,0,3,1,10003,0,0,256,1,0,0,女王の研究報告４
1276,1,100,150,200,300,0,3,1,10004,0,0,768,1,0,0,女王の研究報告５
1277,1,100,150,200,300,0,3,1,10030,0,0,384,1,0,0,女王の発掘調査１
1278,1,100,150,200,300,0,3,1,10031,0,0,768,1,0,0,女王の発掘調査２
1279,1,100,150,200,300,0,3,1,10032,0,0,512,1,0,0,女王の発掘調査３
1280,1,100,150,200,300,0,3,1,10033,0,0,1536,1,0,0,女王の発掘調査４
1281,1,100,150,200,300,0,3,1,10034,0,0,1024,1,0,0,女王の発掘調査５
1282,1,100,150,200,300,0,2,1,11001,30,0,255,0,0,0,Q1.箱の中身クイズ
1283,1,100,150,200,300,0,0,0,11000,0,0,173,0,0,0,Q5.時の運クイズ
1284,1,100,150,200,300,0,1,1,13002,0,0,1,0,0,0,バースデープレゼント！
1285,1,100,150,200,300,0,0,0,11003,0,0,3,0,0,0,2021年最多出演敵ベスト５！
1286,3,100,150,200,300,0,2,0,12174,0,0,125,0,0,0,お年玉襲来！
1287,1,100,150,200,300,0,2,1,12173,360,0,490,0,0,0,闇討ちの戦い
1288,1,100,150,200,300,0,1,1,13005,0,0,1,0,0,0,春節ハッピープレゼント！
1289,1,100,150,200,300,0,2,1,12176,360,0,490,0,0,0,烈火の乱
1290,1,100,150,200,300,0,2,0,12121,0,0,26,0,0,0,後輩からの本命チョコ
1291,1,100,150,200,300,0,2,0,12122,0,0,224,0,0,0,先輩からの本命チョコ
1292,1,100,150,200,300,0,2,0,12123,0,0,384,0,0,0,幼なじみからの本命チョコ
1293,1,100,150,200,300,0,1,1,13003,0,0,1,0,0,0,中秋節ハッピープレゼント！
1294,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ダミー
1295,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ダミー
1296,1,100,150,200,300,0,0,0,3481,0,0,512,0,0,0,絶・奈落門
1297,4,100,150,200,300,0,2,0,12120,0,0,25,0,0,0,僕らのバレンタイン戦争
1298,4,100,150,200,300,0,2,0,12128,0,0,63,0,0,0,Season2～トキメキ文化祭～
1299,1,100,150,200,300,0,2,0,12129,0,0,173,0,0,0,Season3～修学旅行～
1300,1,100,150,200,300,0,2,0,12130,0,0,7,0,0,0,Weekend～告白～
1301,1,100,150,200,300,0,2,0,12132,0,0,13,0,0,0,Weekend～告白～
1302,1,100,150,200,300,0,2,0,12134,0,0,21,0,0,0,Weekend～告白～
1303,2,100,200,200,300,0,2,0,12136,0,0,63,0,0,0,Season4～卒業の日～
1304,1,100,150,200,300,0,1,1,13001,0,0,1,0,0,0,7000万ダウンロード記念 ハッピープレゼント！
1305,1,100,150,200,300,0,0,0,3503,0,0,256,0,0,0,亡者と河豚
1306,1,100,150,200,300,0,0,0,3504,0,0,256,0,0,0,女帝と乙女
1307,1,100,150,200,300,0,0,0,3505,0,0,256,0,0,0,伯爵と天使
1308,3,100,150,200,300,0,2,0,12146,0,0,173,0,0,0,#03「13日は何曜日」
1309,3,100,150,180,300,0,2,0,12145,0,0,510,0,0,0,#04「ネコ鳴村」
1310,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,決闘チャレンジ
1311,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,タッグ闘技チャレンジ
1312,1,100,150,200,300,0,0,1,9700,0,0,128,1,0,0,密林の異変
1313,1,100,150,200,300,0,0,1,9701,0,0,256,1,0,0,砂漠の怪異
1314,1,100,150,200,300,0,0,1,9702,0,0,512,1,0,0,火山の脅威
1315,1,100,150,200,300,0,2,0,12092,0,0,16,0,0,0,トントンムシ相撲 予選
1316,1,100,150,200,300,0,2,0,12093,0,0,128,0,0,0,トントンムシ相撲 準々決勝
1317,1,100,150,200,300,0,2,0,12094,0,0,512,0,0,0,トントンムシ相撲 準決勝
1318,1,100,150,200,300,0,2,0,12095,0,0,1024,0,0,0,トントンムシ相撲 決勝
1319,1,100,150,200,300,3,1,1,1204,0,0,1664,0,1,0,超極悪ゲリラ経験値にゃ！
1320,4,100,150,200,200,0,2,0,12105,0,0,95,0,0,0,#02 お菓子争奪戦
1321,3,100,150,200,300,0,2,0,12103,0,0,656,0,0,0,#04 恐怖の悪戯計画
1322,1,100,150,200,300,0,0,0,12110,0,0,1017,0,0,0,第2部 敵軍団行進
1323,3,100,150,200,300,0,0,0,12109,0,0,125,0,0,0,第5部 名曲パレード
1324,1,100,150,200,300,0,1,1,13004,0,0,1,0,0,0,バースデープレゼント!
1325,3,100,150,200,300,0,2,0,12165,0,0,79,0,0,0,第一夜 働くニャンタクロース
1326,1,100,150,200,300,0,3,3,9603,0,0,1024,0,0,0,進化の虹獣石
1327,1,100,150,200,300,0,0,0,12114,0,0,3,0,0,0,2022年最多出演敵ベスト５！
1328,1,100,150,200,200,0,1,1,13006,0,0,1,0,0,0,8000万ダウンロード記念 ハッピープレゼント！
1329,1,100,150,200,200,0,2,0,12137,0,0,384,0,0,0,After Story～卒業の日～
1330,1,100,150,200,200,0,2,0,12131,0,0,6,0,0,0,Weekend～告白リベンジ～
1331,1,100,150,200,200,0,2,0,12133,0,0,12,0,0,0,Weekend～告白リベンジ～
1332,1,100,150,200,200,0,2,0,12135,0,0,112,0,0,0,Weekend～告白リベンジ～
1333,1,100,150,200,200,0,0,1,9703,0,0,256,1,0,0,密林の異変Ⅱ
1334,1,100,150,200,200,0,0,1,9704,0,0,512,1,0,0,砂漠の怪異Ⅱ
1335,1,100,150,200,200,0,0,1,9705,0,0,1024,1,0,0,火山の脅威Ⅱ
1336,1,100,150,200,200,0,2,1,12141,360,0,2046,0,0,0,アンデッドハザード
1337,1,100,150,200,200,0,0,0,12139,0,0,192,0,0,0,開眼のネコエッグ襲来！
1338,1,100,150,200,200,0,0,0,3487,0,0,1536,0,0,0,絶・綺羅星ペロ降臨
1339,1,100,150,200,200,0,3,1,2750,0,0,1024,0,0,0,ちびネコ大試練
1340,1,100,150,200,200,0,0,0,3472,0,0,3584,0,0,0,大魔王ニャンダム大降臨
1341,1,100,150,200,200,0,1,1,13007,0,0,1,0,0,0,バースデープレゼント
1342,1,100,150,200,200,0,0,0,3317,0,0,640,0,0,0,絶・メガサターン
1343,1,100,150,200,200,0,2,0,12147,0,0,61,0,0,0,#02「恐怖の披露宴」
1344,1,100,150,200,200,0,0,0,0,0,0,656,0,0,0,夏の終わり、宿題
1345,1,100,150,200,200,0,0,1,9706,0,0,512,1,0,0,密林の異変Ⅲ
1346,1,100,150,200,200,0,0,1,9707,0,0,1024,1,0,0,砂漠の怪異Ⅲ
1347,1,100,150,200,200,0,0,1,9708,0,0,1024,1,0,0,火山の脅威Ⅲ
1348,1,100,150,200,200,0,0,0,3474,0,0,3584,0,0,0,三途の沼のヌシ大降臨
1349,1,100,150,200,200,0,2,1,12156,360,0,2046,0,0,0,機械の反乱軍
1350,1,100,150,200,200,0,0,0,3050,0,0,1024,0,0,0,極悪のネコ降臨
1351,1,100,150,200,200,0,0,0,3051,0,0,1024,0,0,0,極悪のタンク降臨
1352,1,100,150,200,200,0,0,0,3052,0,0,1024,0,0,0,極悪のバトル降臨
1353,1,100,150,200,200,0,0,0,3053,0,0,1024,0,0,0,極悪のキモネコ降臨
1354,1,100,150,200,200,0,0,0,3054,0,0,1024,0,0,0,極悪のウシ降臨
1355,1,100,150,200,200,0,0,0,3055,0,0,1024,0,0,0,極悪のトリ降臨
1356,1,100,150,200,200,0,0,0,3056,0,0,1024,0,0,0,極悪のフィッシュ降臨
1357,1,100,150,200,200,0,0,0,3057,0,0,1024,0,0,0,極悪のトカゲ降臨
1358,1,100,150,200,200,0,0,0,3058,0,0,1024,0,0,0,極悪の巨神降臨
1359,1,100,150,200,200,0,3,1,12162,0,0,164,0,0,0,熱血！リレー大会
1360,1,100,150,200,200,0,0,0,12167,0,0,173,0,0,0,第2章 ツボ洞窟の死闘
1361,1,100,150,200,200,0,0,0,12166,0,0,1021,0,0,0,第5章 わんわん城の戦い
1362,1,100,150,200,200,0,0,0,12169,0,0,1,0,0,0,最終章 決戦！わんわん大王
1363,1,100,150,200,200,0,1,1,13008,0,0,1,0,0,0,バースデープレゼント！
1364,1,100,150,200,200,0,2,0,12163,0,0,592,0,0,0,第三夜  聖夜のプレゼント再配達
1365,1,100,150,200,200,0,0,0,0,0,0,3,0,0,0,2023年最多出演敵ベスト５！
1366,1,100,150,200,200,0,2,0,12171,0,0,656,0,0,0,雪やわんわん
1367,1,100,150,200,200,0,0,0,12177,0,0,480,0,0,0,春節セールの戦い
1368,1,100,150,200,200,0,1,1,13009,0,0,1,0,0,0,9000万ダウンロード記念 ハッピープレゼント！
1369,1,100,150,200,200,0,0,0,12181,0,0,944,0,0,0,厄災のわんわん王国
1370,1,100,150,200,200,0,1,1,13010,0,0,1,0,0,0,バースデープレゼント！
1371,1,100,150,200,200,0,1,1,13011,0,0,1,0,0,0,8888万ダウンロード記念
1372,1,100,150,200,200,0,0,0,12182,0,0,112,0,0,0,週末ハネムーン 1週目
1373,1,100,150,200,200,0,0,0,12183,0,0,208,0,0,0,週末ハネムーン 2週目
1374,1,100,150,200,200,0,0,0,12184,0,0,336,0,0,0,週末ハネムーン 最終週
1375,1,100,150,200,200,0,0,0,3491,0,0,1536,0,0,0,絶・はじめてのお遣い
1376,1,100,150,200,200,0,0,0,3060,0,0,2048,0,0,0,大乱闘極悪ファミリーズ
1377,1,100,150,200,200,0,0,0,3512,0,0,512,0,0,0,阿亀と赤子
1378,1,100,150,200,200,0,0,0,3511,0,0,512,0,0,0,王子と死霊
1379,1,100,150,200,200,0,0,0,3510,0,0,512,0,0,0,蜜江と聖者
1380,1,100,150,200,200,0,0,0,12096,0,0,148,0,0,0,夏の夜、帰り道
1381,1,100,150,200,200,0,0,0,3483,0,0,1536,0,0,0,絶・聖者ポプウ降臨
1382,3,100,150,200,200,0,2,0,12201,0,0,169,0,0,0,ジャングルサバイバル
1383,1,100,150,200,200,0,0,0,3485,0,0,1536,0,0,0,絶・古王妃飛来
1384,1,100,150,200,200,0,0,0,12107,0,0,512,0,0,0,開眼のネコ屋台襲来！
1385,1,100,150,200,200,0,2,0,12199,0,0,31,0,0,0,天下統一への道 ～前編～
1386,2,100,200,200,200,0,2,0,12192,0,0,84,0,0,0,合戦！武将ニャンダム
1387,2,100,200,200,200,0,2,0,12193,0,0,336,0,0,0,合戦！武将般若我王
1388,1,100,150,200,200,0,2,0,12200,0,0,248,0,0,0,天下統一への道 ～後編～
1389,2,100,200,200,200,0,2,0,12194,0,0,804,0,0,0,決戦！反逆の戦国魔王
1390,1,100,150,200,200,0,1,1,13012,0,0,1,0,0,0,バースデープレゼント！
1391,1,100,150,200,200,0,0,0,3476,0,0,3584,0,0,0,超拳獣ブンナグリオス大降臨
1392,1,100,150,200,200,0,0,0,12172,0,0,85,0,0,0,2024年思い出アルバム
1393,1,100,150,200,200,0,0,0,3489,0,0,1536,0,0,0,絶・死霊妖精クオリネム降臨
1394,1,100,150,200,200,0,0,0,9950,0,0,256,1,0,0,ネコヴァルキリー大試練
1395,1,100,150,200,200,0,0,0,9951,0,0,256,1,0,0,ネコムート大試練
1396,1,100,150,200,200,0,1,1,12191,0,0,1,0,0,0,1億ダウンロード記念 ハッピープレゼント！
1397,1,100,150,200,200,0,1,0,12150,0,0,1,0,0,0,チョコサプ降臨
1398,1,100,150,200,200,0,0,0,12195,0,0,61,0,0,0,黒船来航
1399,2,100,200,200,200,0,0,0,12196,0,0,428,0,0,0,赤船来航
1400,2,100,200,200,200,0,0,0,12197,0,0,916,0,0,0,蒼船来航
1401,2,100,200,200,200,0,0,0,12198,0,0,804,0,0,0,開国してください
1402,1,100,150,200,200,0,1,1,13013,0,0,1,0,0,0,【限定】ご来店プレゼント！
1403,1,100,150,200,200,0,2,1,4004,0,0,1,0,0,0,謎の宅配便
1404,1,100,150,200,200,0,0,0,3469,0,0,1536,0,0,0,絶・誘惑のシンフォニー
1405,1,100,150,200,200,0,3,1,12203,0,0,4,0,0,0,破天候予報
1406,1,100,150,200,200,0,0,0,3478,0,0,3584,0,0,0,ジャンボーグ鈴木大降臨
1407,3,100,150,200,200,0,2,0,12205,0,0,174,0,0,0,豪遊リゾートランド
1408,3,100,150,200,200,0,2,0,12206,0,0,174,0,0,0,サウナスパで極楽
1409,1,100,150,200,200,0,1,1,13014,0,0,1,0,0,0,1億1000万ダウンロード記念 ハッピープレゼント！
1410,1,100,150,200,200,0,0,0,12208,0,0,1280,0,0,0,大花火大会開催！
1411,1,100,150,200,200,0,0,0,13015,0,0,15,0,0,0,ここはにゃんこ大商店！
1412,1,100,150,200,200,0,2,0,12217,0,0,255,0,0,0,第1話 正義のヒーロー参上！
1413,1,100,150,200,200,0,3,1,12214,0,0,173,0,0,0,第4話 秘密特訓
1414,2,100,120,150,150,0,0,0,12213,0,0,436,0,0,0,第5話 宿敵再び
1415,1,100,150,200,200,0,0,0,12212,0,0,508,0,0,0,第6話 襲い来る黒幕
1416,1,100,150,200,200,0,0,0,12211,0,0,852,0,0,0,最終話 悪の終着点
1417,1,100,150,200,200,0,1,1,13016,0,0,1,0,0,0,バースデープレゼント！（13周年ver）
2000,1,100,150,200,300,0,0,0,6000,0,0,31,0,0,0,ふるさと自衛隊
2001,4,100,150,200,300,0,2,0,6030,0,0,31,0,0,0,魅惑のプリンセス
2002,4,100,150,200,300,0,2,0,6031,0,0,38,0,0,0,ケリ姫ステージ
2003,3,100,150,200,300,0,0,0,6060,0,0,31,0,0,0,黎明期からの使者
2004,1,100,150,200,300,0,0,0,6090,0,0,63,0,0,0,拡散性ミリオンアーサー
2005,2,100,150,200,300,0,0,0,6120,0,0,63,0,0,0,ドラゴンポーカー
2006,1,100,150,200,300,0,0,0,6150,0,0,1,0,0,0,ラスボス降臨!?
2007,4,100,150,200,200,0,2,0,6181,0,0,64,0,0,0,地獄のメルクストーリア
2008,4,100,150,200,300,0,2,0,6180,0,0,31,0,0,0,対決！メルクストーリア
2009,2,100,150,200,300,0,0,0,6210,0,0,21,0,0,0,ドラゴンリーグ
2010,2,100,150,200,300,0,0,0,6240,0,0,87,0,0,0,超激突！氣志團！！
2011,1,100,150,200,300,0,0,0,6270,0,0,0,0,0,0,生きろ！マンボウ！(旧)
2012,1,100,150,200,300,0,0,0,6061,0,0,136,0,0,0,開眼のドロイド襲来！
2013,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,消滅都市 ～第１章～(旧)
2014,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,消滅都市 ～第２章～(旧)
2015,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,消滅都市 ～第３章～(旧)
2016,1,100,150,200,300,0,0,0,6330,0,0,19,0,0,0,極道大戦争
2017,3,100,150,200,300,0,0,0,6182,0,0,0,0,0,0,逆襲のメルクストーリア(旧)
2018,1,100,150,200,300,0,0,0,6186,0,0,160,0,0,0,開眼の癒術士襲来！
2019,1,100,150,200,300,0,0,0,6360,0,0,21,0,0,0,モンハン大狩猟クエスト
2020,1,100,150,200,300,0,0,0,6361,0,0,148,0,0,0,【緊急】モンハン大狩猟クエスト
2021,4,100,150,200,300,0,2,0,6390,0,0,21,0,0,0,メタルスラッグディフェンス
2022,4,100,150,200,200,0,2,0,6391,0,0,128,0,0,0,超メタルスラッグディフェンス
2023,3,100,150,200,300,0,0,0,6420,0,0,47,0,0,0,神略！ゆるドラシル
2024,3,100,150,200,300,0,2,0,6450,0,0,15,0,0,0,城とドラゴン
2025,1,100,150,200,300,0,0,0,6451,0,0,31,0,0,0,開眼の城とドラゴン
2026,4,100,150,200,250,0,2,0,6452,0,0,224,0,0,0,難攻不落の城とドラゴン
2027,1,100,150,200,300,0,0,0,6480,0,0,41,0,0,0,まもるよネコさん
2028,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,開眼のタクヤとユキ(旧)
2029,1,100,150,200,300,0,0,0,6510,0,0,1,0,0,0,なめこからの挑戦状
2030,1,100,150,200,300,0,0,0,6540,0,0,1,0,0,0,ふてたネコあらわる
2031,3,100,200,300,300,0,0,0,0,0,0,23,0,0,0,魔法少女まどか☆マギカ
2032,3,100,200,300,300,0,0,0,0,0,0,18,0,0,0,魔女の結界
2033,3,100,200,300,300,0,0,0,0,0,0,36,0,0,0,魔女の結界
2034,3,100,200,300,300,0,0,0,0,0,0,72,0,0,0,魔女の結界
2035,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,ワルプルギスの夜
2036,1,100,150,200,300,0,0,0,6600,0,0,3,0,0,0,突撃！キャットバスターズ
2037,1,100,150,200,300,0,0,0,6151,0,0,144,0,0,0,開眼の歌謡にゃんこ襲来！
2038,1,100,150,200,300,0,0,0,6630,0,0,1,0,0,0,ピコ太郎
2039,1,100,150,200,300,0,0,0,6660,0,0,1,0,0,0,TWその２
2040,1,100,150,200,300,0,0,0,6690,0,0,7,0,0,0,ナゾのウサギ登場!?
2041,3,100,200,300,300,0,0,0,6720,0,0,13,0,0,0,ALICEの入り口
2042,3,100,200,300,300,0,0,0,6721,0,0,56,0,0,0,月夜のオールドシティ
2043,1,100,150,200,300,0,2,0,6034,0,0,80,0,0,0,開眼のケリ姫襲来！
2044,1,100,150,200,300,0,2,0,6035,0,0,80,0,0,0,開眼の眠れるケリの美女襲来！
2045,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,失われし世界(旧)
2046,1,100,150,200,300,0,0,0,6187,0,0,144,0,0,0,開眼のメルク襲来！
2047,1,100,150,200,300,0,0,0,6188,0,0,144,0,0,0,開眼のティティ襲来！
2048,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,神秘のメルクストーリア(旧)
2049,3,100,200,300,300,0,0,0,6750,0,0,7,0,0,0,ぐでぐでしてます
2050,3,100,200,300,300,0,0,0,6751,0,0,56,0,0,0,どうせ食べられるだけだし
2051,1,100,150,200,300,0,0,0,6780,0,0,1,0,0,0,ＴＷその３
2052,4,100,200,300,300,0,2,0,6810,0,0,23,0,0,0,聖杯戦争の始まり
2053,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,激闘！セイバー襲来！
2054,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,激闘！ランサー襲来！
2055,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,激闘！アーチャー襲来！
2056,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,激闘！ライダー襲来！
2057,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,大激闘！ギルガメッシュ襲来！
2058,1,100,150,200,300,0,0,0,6840,0,0,13,0,0,0,パワフル高校2年の夏
2059,1,100,150,200,300,0,0,0,6841,0,0,144,0,0,0,ダイジョーブ博士の挑戦状
2060,1,100,150,200,300,0,0,0,6842,0,0,34,0,0,0,デートステージ 猫塚かりん
2061,1,100,150,200,300,0,0,0,6843,0,0,34,0,0,0,デートステージ 紺野美崎
2062,1,100,150,200,300,0,0,0,6844,0,0,34,0,0,0,デートステージ 虹谷彩理
2063,1,100,150,200,300,0,0,0,6845,0,0,34,0,0,0,デートステージ 片桐恋
2064,1,100,150,200,300,0,0,0,6870,0,0,3,0,0,0,つくね荘からの挑戦状
2065,4,100,200,300,400,0,2,0,6900,0,0,13,0,0,0,発進！エヴァンゲリオン
2066,4,100,200,300,400,0,2,0,6901,0,0,61,0,0,0,決戦！ヤシマ作戦
2067,4,100,200,300,400,0,0,0,0,0,0,34,0,0,0,第９の使徒、襲来(旧)
2068,3,100,200,300,300,0,0,0,0,0,0,258,0,0,0,第１０の使徒、襲来(旧)
2069,3,100,150,200,300,0,0,0,6930,0,0,3,0,0,0,ポコ森の仲間たち
2070,3,100,150,200,300,0,0,0,6931,0,0,44,0,0,0,仲良し３人組
2071,3,100,150,200,300,0,0,0,6960,0,0,7,0,0,0,太秦萌の通学
2072,3,100,150,200,300,0,0,0,6961,0,0,14,0,0,0,松賀咲の通学
2073,3,100,150,200,300,0,0,0,6962,0,0,28,0,0,0,小野ミサの通学
2074,3,100,150,200,300,0,0,0,6963,0,0,59,0,0,0,地下鉄に乗るっ
2075,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,タマシイの都(旧)
2076,3,100,200,300,300,0,0,0,6752,0,0,93,0,0,0,ぐでぐでしてて忙しい
2077,1,100,200,300,300,0,0,0,6753,0,0,144,0,0,0,開眼のぐでたまにゃんこ襲来！
2078,3,100,115,130,300,0,2,0,6453,0,0,122,0,0,0,城ドラ VS 城ドラ
2079,1,100,200,300,300,0,0,0,6990,0,0,3,0,0,0,キモ激しく動くクマ
2080,4,100,150,170,200,0,2,0,6032,0,0,188,0,0,0,ケットバス王国の教え
2081,1,100,150,200,300,0,0,0,0,0,0,528,0,0,0,偽りの見滝原
2082,3,100,200,300,300,0,0,0,6722,0,0,188,0,0,0,女王暴走
2083,1,100,200,300,300,0,0,0,7020,0,0,1,0,0,0,ヒカキン降臨
2084,1,100,200,300,300,0,0,0,7021,0,0,1,0,0,0,開眼のヒカキン襲来！
2085,4,100,150,200,300,0,2,0,6184,0,0,38,0,0,0,逆襲のメルクストーリア
2086,4,100,150,200,300,0,2,0,6185,0,0,37,0,0,0,神秘のメルクストーリア
2087,1,100,150,200,300,0,0,0,6816,0,0,272,0,0,0,超激闘！セイバーオルタ襲来！
2088,4,100,200,300,400,0,2,0,6272,0,0,13,0,0,0,生きろ！マンボウ！
2089,4,100,200,300,300,0,2,0,6271,0,0,61,0,0,0,３億匹の仲間はみな死んだ
2090,1,100,150,200,300,0,0,0,6661,0,0,6,0,0,0,開眼の三原慧悟襲来
2091,1,100,150,200,300,0,0,0,7250,0,0,3,0,0,0,Majimeowと一緒に台湾を巡ろう！
2092,4,100,200,300,300,0,2,0,7280,0,0,13,0,0,0,聖魔大戦勃発！
2093,1,100,150,200,300,0,2,0,7286,0,0,61,0,0,0,ビックリマンチョコ
2094,3,100,150,200,300,0,2,0,7282,0,0,72,0,0,0,対決！魔幻モデル
2095,3,100,150,200,300,0,2,0,7283,0,0,272,0,0,0,覚醒！ヤマト爆神
2096,3,100,200,300,300,0,0,0,7310,0,0,13,0,0,0,ゆる～い！ねこ娘襲来！
2097,3,100,200,300,300,0,0,0,7311,0,0,173,0,0,0,ゆる～いゲゲゲの鬼太郎
2098,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,消滅都市 ～ロストへ～(旧)
2099,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,天上の世界(旧)
2100,4,100,150,200,100,0,2,0,6033,0,0,224,0,0,0,激闘！スイーツ大戦争
2101,1,100,150,200,300,0,0,0,6662,0,0,6,0,0,0,開眼のチョコレート襲来！
2102,3,100,200,300,300,0,0,0,0,0,0,528,0,0,0,第１３号機、襲来(旧)
2103,3,100,150,200,300,0,0,0,7050,0,0,59,0,0,0,高雄MRT レッドライン
2104,3,100,150,200,300,0,0,0,7051,0,0,124,0,0,0,高雄MRT オレンジライン
2105,3,100,150,200,300,0,0,0,7340,0,0,59,0,0,0,シャクレルプラネット
2106,3,100,150,200,300,0,0,0,7370,0,0,59,0,0,0,ドットヒーローズ
2107,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ストリートファイター EASY(旧)
2108,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ストリートファイター NORMAL(旧)
2109,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ストリートファイター HARD(旧)
2110,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2111,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2112,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2113,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2114,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2115,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2116,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2117,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2118,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2119,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2120,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2121,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
