mission_id,unlock_condition_id,priority,popup_condition,item_category,item,item_count
63,63,28261,0,1,724,1
9440,2,11100,1,0,20,1
9441,2,11101,0,0,20,1
9442,2,11102,0,0,20,1
9443,2,3101,1,0,20,1
9444,2,3102,0,0,20,1
9445,2,3103,0,0,20,1
9446,2,3104,0,0,20,1
9447,2,3105,0,0,20,1
9449,2,3106,0,0,198,3
9450,2,3107,0,0,198,3
9451,2,3108,0,0,198,3
9452,2,3109,1,0,198,10
9455,2,3112,1,0,21,1
9456,2,3113,1,0,198,2
9457,2,3114,0,0,198,2
9458,2,3115,0,0,198,2
9459,2,3116,0,0,198,2
9460,2,3117,0,0,198,2
9461,2,3118,0,0,20,1
9462,2,3119,1,0,20,1
9465,2,3100,0,0,29,1
64,2,0,0,0,29,1
9466,2,3122,0,0,20,1
9467,64,2005,1,2,554,0
9468,2,10050,1,0,20,1
9469,2,10051,0,0,20,1
9470,2,10052,0,0,20,1
9471,2,3200,1,0,157,1
9472,2,3201,0,0,6,10000
9473,2,3202,0,0,6,30000
9474,2,3203,0,0,20,1
9475,2,3204,0,0,6,10000
9476,2,3205,0,0,6,30000
9477,2,3206,0,0,20,1
9478,2,3207,0,0,6,15000
9479,2,3208,0,0,20,1
9483,2,11350,1,0,22,10
9484,2,11351,0,0,22,10
9485,2,11352,0,0,22,10
9486,2,3300,1,1,740,1
9487,2,3301,0,0,21,1
9488,2,3302,0,0,20,1
9489,2,11400,1,0,20,1
9490,2,11401,0,0,20,1
9491,2,11402,0,0,20,1
9492,2,20802,0,0,20,1
9493,65,15000,1,0,21,1
9494,66,15001,0,0,157,2
9495,67,15002,0,0,21,2
9496,68,15003,0,0,58,1
9497,2,3075,0,0,21,1
9498,2,3088,0,0,145,1
9499,69,4050,0,0,54,3
9500,70,4051,0,0,54,3
9501,71,4052,0,0,54,3
9502,72,4053,0,0,54,3
9503,73,4054,0,0,54,3
9504,74,4055,0,0,54,3
9505,69,4056,0,0,58,1
9506,71,4057,0,0,58,1
9507,73,4058,0,0,58,1
9508,2,20653,0,0,21,1
9509,2,20671,0,0,6,100000
9510,2,20672,0,0,6,100000
9511,2,20673,0,0,20,1
9512,2,10850,1,0,205,3
9513,2,10851,0,0,205,3
9514,2,10852,0,0,205,3
9515,2,10853,0,0,205,3
9516,2,10854,0,0,205,3
9517,2,10855,0,0,205,3
9518,2,20678,1,0,6,100000
9519,2,20679,0,0,216,2
9520,2,20680,0,0,216,3
9524,2,20693,1,0,20,1
9525,2,99999,0,0,21,1
65,1,28000,1,0,22,20
9526,2,20600,1,0,227,2
9527,2,20601,0,0,227,3
9528,2,20602,0,0,227,5
9529,2,20603,0,0,20,1
9530,2,20604,0,0,21,1
9531,1,16000,1,0,6,40000
9532,1,16001,0,0,6,60000
9533,1,16002,0,0,6,100000
9534,1,16003,0,0,21,1
9535,1,16004,0,0,105,1
66,75,28204,0,0,21,1
67,2,28020,1,0,22,20
68,76,28150,1,4,37008,0
69,77,28151,1,4,37009,0
70,78,28152,1,4,37010,0
71,79,28153,1,4,37011,0
9536,2,3350,1,0,29,1
9537,2,3351,0,1,776,1
9538,2,3352,0,0,21,1
9539,2,3353,0,0,20,1
9540,2,3354,1,0,20,1
9541,2,3355,1,0,21,1
9542,2,3356,1,0,20,1
9543,2,3357,1,0,21,1
72,2,0,0,0,29,1
9544,80,3358,1,0,54,3
9545,81,3359,1,0,54,3
9546,82,3360,1,0,54,3
9547,83,3361,1,0,54,3
9548,84,3362,1,0,58,3
9549,85,3363,0,0,58,3
73,2,28001,0,0,22,20
74,4,28003,0,0,22,20
75,9,28006,0,0,22,20
76,86,28005,0,0,22,20
77,9,28006,0,0,22,20
78,11,28008,0,0,22,20
79,1,28000,0,0,22,20
9550,2,10606,0,0,20,1
9551,2,10607,0,0,20,1
9552,2,10608,0,0,20,1
9553,2,10603,1,0,22,10
9554,88,2006,1,1,352,1
9555,89,2007,1,1,383,1
9556,90,2008,1,1,554,1
9557,2,3400,1,0,157,1
9558,2,3401,0,0,6,10000
9559,2,3402,0,0,6,30000
9560,2,3403,0,0,20,1
9561,2,3404,0,0,6,10000
9562,2,3405,0,0,6,30000
9563,2,3406,0,0,20,1
9564,2,3407,0,0,6,15000
9565,2,3408,0,0,20,1
9566,2,20850,1,0,213,3
9567,2,20851,1,0,213,3
9568,2,20852,1,0,213,3
9569,2,20853,1,0,213,3
9570,2,20854,1,0,213,3
80,19,28400,1,0,20,1
81,87,28401,1,0,20,1
9571,2,11450,1,0,20,1
9572,2,11451,0,0,20,1
9573,2,11452,0,0,20,1
9574,2,11453,0,0,20,1
9575,2,11454,0,0,20,1
9582,2,16100,1,0,21,1
9583,2,16101,0,0,105,1
9584,2,16103,0,0,22,30
9585,2,16102,0,0,6,50000
9586,2,16104,0,0,6,100000
9587,2,16105,0,0,20,1
9594,2,11500,1,0,20,1
9595,2,11501,0,0,20,1
9596,2,11502,0,0,20,1
9597,2,11503,0,0,20,1
9598,2,11504,0,0,20,1
9599,91,1000,1,0,6,500000
9600,92,1000,0,0,105,10
9601,93,1000,0,0,6,1000000
9602,94,1000,0,0,1,10
9603,95,1000,0,0,6,2000000
9604,96,1000,0,0,21,1
9605,97,1000,0,0,6,3000000
9606,91,1001,0,0,21,3
9607,2,20681,0,0,21,1
9608,2,20682,0,0,6,100000
9609,2,20683,0,0,20,1
9610,2,20684,0,0,21,1
9611,2,20685,0,0,20,1
9612,2,20686,0,0,20,1
9613,2,20687,0,0,20,1
9614,2,20688,0,0,20,1
9615,11,20689,0,0,168,3
9616,11,20690,0,0,167,3
9617,11,20691,0,0,168,4
9618,11,20692,0,0,167,4
9619,2,20694,1,0,20,1
9620,2,20900,1,0,220,5
9621,2,20901,0,0,220,10
9622,2,20902,0,0,21,1
9623,2,20903,0,0,20,1
9624,2,20904,0,0,20,1
9626,2,20906,1,0,220,5
9627,2,20907,1,0,20,1
