GatyaSetID	BannerON_OFF	ItemID_Ticket	animeID	btnCutID	seriesID	menuCutID	CharaID
819	0	21	0	0	44	1	-1
820	1	21	0	0	37	1	-1
821	1	21	0	0	44	1	-1
822	0	21	0	0	20	1	-1
823	0	21	0	0	24	1	-1
824	0	21	0	0	24	1	-1
825	0	21	0	0	19	1	-1
826	0	21	0	0	27	1	-1
827	0	29	0	1	21	5	-1
828	0	145	0	1	46	9	-1
829	0	21	0	0	42	1	-1
830	0	21	0	0	47	1	-1
831	0	21	0	0	20	1	-1
832	0	29	0	1	21	5	-1
833	0	145	0	1	46	9	-1
834	0	21	0	0	27	1	-1
835	0	21	0	0	33	1	-1
836	0	21	0	0	33	1	-1
837	0	21	0	0	19	1	-1
838	0	21	0	0	27	1	-1
839	0	29	0	1	21	5	-1
840	0	145	0	1	46	9	-1
841	0	21	0	0	47	1	-1
842	0	21	0	0	18	1	-1
843	0	21	0	0	18	1	-1
844	0	21	0	0	19	1	-1
845	0	21	0	0	27	1	-1
846	0	29	0	1	21	5	-1
847	0	145	0	1	46	9	-1
848	1	21	0	0	57	1	624
849	0	21	0	0	58	1	721
850	0	21	0	0	43	1	-1
851	0	21	0	0	35	1	-1
852	0	21	0	0	39	1	-1
853	0	21	0	0	30	1	-1
854	0	21	0	0	31	1	-1
855	0	21	0	0	41	1	-1
856	1	21	0	0	59	1	-1
857	0	21	0	0	28	1	-1
858	0	21	0	0	28	1	-1
859	0	21	0	0	42	1	-1
860	0	21	0	0	16	1	-1
861	1	21	0	0	50	1	-1
862	0	21	0	0	19	1	-1
863	0	145	0	1	46	9	-1
864	0	21	0	0	60	1	-1
865	0	21	0	0	16	1	-1
866	0	21	0	0	61	1	-1
867	0	21	0	0	52	1	-1
868	0	21	0	0	3	1	-1
869	0	21	0	0	3	1	-1
870	0	21	0	0	19	1	-1
871	0	21	0	0	27	1	-1
872	0	29	0	1	21	5	-1
873	0	145	0	1	46	9	-1
874	1	21	0	0	43	1	-1
875	0	21	0	0	26	1	-1
876	0	21	0	0	42	1	-1
877	0	21	0	0	27	1	-1
878	0	145	0	1	46	9	-1
879	1	21	0	0	62	1	-1
880	1	21	0	0	26	1	-1
881	0	21	0	0	2	1	-1
882	0	21	0	0	2	1	-1
883	0	21	0	0	27	1	-1
884	0	21	0	0	19	1	-1
885	0	29	0	1	21	5	-1
886	0	145	0	1	46	9	-1
887	1	21	0	0	53	1	-1
888	0	21	0	0	63	1	-1
889	0	21	0	0	35	1	-1
890	0	21	0	0	4	1	-1
891	0	21	0	0	4	1	-1
892	0	21	0	0	19	1	-1
893	0	21	0	0	27	1	-1
894	0	29	0	1	21	5	-1
895	0	145	0	1	46	9	-1
896	0	21	0	0	64	1	-1
897	0	21	0	0	65	1	-1
898	0	21	0	0	47	1	-1
899	0	21	0	0	27	1	-1
900	0	145	0	1	46	9	-1
901	0	21	0	0	27	1	-1
902	0	145	0	1	46	9	-1
903	1	21	0	0	64	1	-1
904	1	21	0	0	65	1	-1
905	1	21	0	0	63	1	-1
906	0	21	0	0	32	1	-1
907	0	21	0	0	1	1	-1
908	0	21	0	0	1	1	-1
909	0	21	0	0	19	1	-1
910	0	21	0	0	27	1	-1
911	0	29	0	1	21	5	-1
912	0	145	0	1	46	9	-1
913	0	21	0	0	38	1	-1
914	0	21	0	0	42	1	-1
915	1	21	0	0	32	1	-1
916	0	21	0	0	6	1	-1
917	0	21	0	0	6	1	-1
918	0	21	0	0	19	1	-1
919	0	21	0	0	27	1	-1
920	0	29	0	1	21	5	-1
921	0	145	0	1	46	9	-1
922	0	21	0	0	8	1	-1
923	0	21	0	0	47	1	-1
924	1	21	0	0	58	1	721
925	1	21	0	0	13	1	-1
926	1	21	0	0	8	1	-1
927	1	21	0	0	60	1	-1
928	0	21	0	0	7	1	-1
929	0	21	0	0	7	1	-1
930	0	21	0	0	19	1	-1
931	1	21	0	0	27	1	-1
932	0	29	0	1	21	5	-1
933	0	145	0	1	46	9	-1
934	0	21	0	0	35	1	-1
935	0	21	0	0	39	1	-1
936	1	21	0	0	66	1	-1
937	1	21	0	0	67	1	-1
938	1	21	0	0	68	1	-1
939	1	21	0	0	59	1	-1
940	1	21	0	0	9	1	-1
941	1	21	0	0	0	1	-1
942	1	21	0	0	1	1	-1
943	1	21	0	0	2	1	-1
944	1	21	0	0	3	1	-1
945	1	21	0	0	4	1	-1
946	1	21	0	0	6	1	-1
947	1	21	0	0	7	1	-1
948	1	21	0	0	18	1	-1
949	1	21	0	0	24	1	-1
950	1	21	0	0	28	1	-1
951	1	21	0	0	33	1	-1
952	1	21	0	0	19	1	-1
953	1	29	0	1	21	5	-1
954	1	145	0	1	46	9	-1
955	1	21	0	0	47	1	-1
956	1	21	0	0	42	1	-1
957	0	21	0	0	16	1	-1
958	0	21	0	0	23	1	-1
959	1	21	0	0	16	1	-1
960	1	21	0	0	23	1	-1
961	1	212	0	1	69	10	-1
962	1	21	0	0	0	1	-1
963	1	21	0	0	19	1	-1
964	1	21	0	0	27	1	-1
965	1	29	0	1	21	5	-1
966	1	145	0	1	46	9	-1
967	1	21	0	0	70	1	-1
968	1	21	0	0	52	1	-1
969	0	21	0	0	27	1	-1
970	0	29	0	1	21	5	-1
971	0	145	0	1	46	9	-1
972	0	21	0	0	42	1	-1
973	1	21	0	0	47	1	-1
974	1	21	0	0	71	1	-1
975	0	21	0	0	35	1	-1
976	0	21	0	0	39	1	-1
977	1	21	0	0	72	1	-1
978	1	21	0	0	72	1	-1
