stageID,星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,マップ名
1269,1,100,150,200,300,0,3,1,10000,0,0,384,1,女王の研究報告１
1270,1,100,150,200,300,0,3,1,10001,0,0,256,1,女王の研究報告２
1271,1,100,150,200,300,0,3,1,10002,0,0,256,1,女王の研究報告３
1272,1,100,150,200,300,0,0,0,3468,0,0,512,0,ネコ女王降臨（悪魔）
1273,1,100,150,200,300,0,0,0,3470,0,0,1024,0,サタンカーメン降臨
1274,1,100,150,200,300,5,0,0,1105,0,0,384,0,進化の悪マタタビ
1275,1,100,150,200,300,0,3,1,10003,0,0,256,1,女王の研究報告４
1276,1,100,150,200,300,0,3,1,10004,0,0,768,1,女王の研究報告５
1277,1,100,150,200,300,0,3,1,10030,0,0,384,1,女王の発掘調査１
1278,1,100,150,200,300,0,3,1,10031,0,0,768,1,女王の発掘調査２
1279,1,100,150,200,300,0,3,1,10032,0,0,512,1,女王の発掘調査３
1280,1,100,150,200,300,0,3,1,10033,0,0,1536,1,女王の発掘調査４
1281,1,100,150,200,300,0,0,0,0,0,0,0,0,新スペシャルステージ
1282,1,100,150,200,300,0,2,1,11001,30,0,255,0,9周年　箱の中身
1283,1,100,150,200,300,0,0,0,11000,0,0,173,0,9周年　時の運
1284,1,100,150,200,300,0,1,1,13002,0,0,1,0,バースデープレゼント！
1285,1,100,150,200,300,0,0,0,11003,0,0,3,0,2021年最多出演敵ベスト５！
1286,3,100,150,200,300,0,2,0,12116,0,0,125,0,お年玉襲来！
1287,1,100,150,200,300,0,2,1,12115,360,0,490,0,闇討ちの戦い
1288,1,100,150,200,300,0,1,1,13005,0,0,1,0,春節ハッピープレゼント
1289,1,100,150,200,300,0,2,1,12118,360,0,490,0,烈火の乱
1290,1,100,150,200,300,0,2,0,12121,0,0,26,0,バレンタイン二人三脚　マップ１
1291,1,100,150,200,300,0,2,0,12122,0,0,224,0,バレンタイン二人三脚　マップ２
1292,1,100,150,200,300,0,2,0,12123,0,0,384,0,バレンタイン二人三脚　マップ３
1293,1,100,150,200,300,0,1,1,13003,0,0,1,0,中秋節ステージ（韓国版・台湾版用）
1294,1,100,150,200,300,0,0,0,0,0,0,0,0,ダミー
1295,1,100,150,200,300,0,0,0,0,0,0,0,0,ダミー
1296,1,100,150,200,300,0,0,0,3481,0,0,512,0,絶・奈落門
1297,4,100,150,200,300,0,2,0,12120,0,0,25,0,バレンタインVSホワイトデー大戦争（改修版）
1298,4,100,150,200,300,0,2,0,12128,0,0,63,0,Season2　文化祭デート
1299,1,100,150,200,300,0,2,0,12129,0,0,173,0,Season3　修学旅行
1300,1,100,150,200,300,0,2,0,12130,0,0,7,0,Love＆Peace　告白　マップ1
1301,1,100,150,200,300,0,2,0,12132,0,0,13,0,Love＆Peace　告白　マップ2
1302,1,100,150,200,300,0,2,0,12134,0,0,21,0,Love＆Peace　告白　マップ3
1303,1,100,150,200,300,0,2,0,12136,0,0,63,0,Season4　卒業の日
1304,1,100,150,200,300,0,1,1,13001,0,0,1,0,7000万DL記念　ハッピープレゼント
1305,1,100,150,200,300,0,0,0,3494,0,0,256,0,亡者と河豚（１マップ目）
1306,1,100,150,200,300,0,0,0,3495,0,0,256,0,女帝と乙女（１マップ目）
1307,1,100,150,200,300,0,0,0,3496,0,0,256,0,伯爵と天使（１マップ目）
1308,2,100,150,200,300,0,2,0,12146,0,0,173,0,#3「13日は何曜日」
1309,2,100,150,200,300,0,2,0,12145,0,0,510,0,#4「ネコ鳴村」
1310,1,100,150,200,300,0,0,0,0,0,0,0,0,ダミー
1311,1,100,150,200,300,0,0,0,0,0,0,0,0,ダミー
1312,1,100,150,200,300,0,0,1,9700,0,0,128,1,密林の異変
1313,1,100,150,200,300,0,0,1,9701,0,0,256,1,砂漠の怪異
1314,1,100,150,200,300,0,0,1,9702,0,0,512,1,火山の脅威
1315,1,100,150,200,300,0,0,0,12101,0,0,16,0,トントンムシ相撲 予選
1316,1,100,150,200,300,0,0,0,12102,0,0,128,0,トントンムシ相撲 準々決勝
1317,1,100,150,200,300,0,0,0,12103,0,0,512,0,トントンムシ相撲 準決勝
1318,1,100,150,200,300,0,0,0,12104,0,0,1024,0,トントンムシ相撲 決勝
1319,1,100,150,200,300,3,1,1,1204,0,0,1664,0,超極悪ゲリラ経験値にゃ！
1320,4,100,150,200,200,0,0,0,12106,0,0,95,0,お菓子争奪戦
1321,1,100,150,200,300,0,0,0,12108,0,0,656,0,恐怖の悪戯計画
1322,1,100,150,200,300,0,0,0,12110,0,0,1017,0,第2部 敵軍団行進
1323,3,100,150,200,300,0,0,0,12109,0,0,125,0,第5部 名曲パレード
1324,1,100,150,200,300,0,1,1,13004,0,0,1,0,バースデープレゼント!
1325,3,100,150,200,300,0,2,0,12113,0,0,79,0,第一夜 働くニャンタクロース
1326,1,100,150,200,300,0,3,3,9603,0,0,1024,0,虹獣石ステージ
1327,1,100,150,200,300,0,0,0,12114,0,0,3,0,2022年最多出演敵ベスト５！
1328,1,100,150,200,200,0,1,1,13006,0,0,1,0,8000万ダウンロード記念
1329,1,100,150,200,200,0,2,0,12137,0,0,384,0,Season5～After Story～(仮)
1330,1,100,150,200,200,0,2,0,12131,0,0,6,0,Weekend～告白リベンジ～　1マップ目(仮)
1331,1,100,150,200,200,0,2,0,12133,0,0,12,0,Weekend～告白リベンジ～　2マップ目(仮)
1332,1,100,150,200,200,0,2,0,12135,0,0,112,0,Weekend～告白リベンジ～　3マップ目(仮)
1333,1,100,150,200,200,0,0,1,9703,0,0,256,1,密林の異変Ⅱ
1334,1,100,150,200,200,0,0,1,9704,0,0,512,1,砂漠の怪異Ⅱ
1335,1,100,150,200,200,0,0,1,9705,0,0,1024,1,火山の脅威Ⅱ
1336,1,100,150,200,200,0,2,1,12141,360,0,2046,0,WANTEDゾンビステージ
1337,1,100,150,200,200,0,0,0,12139,0,0,192,0,開眼のネコエッグ襲来！
1338,1,100,150,200,200,0,0,0,3487,0,0,1536,0,絶・綺羅星ペロ降臨
1339,1,100,150,200,200,0,3,1,2750,0,0,1024,0,ちびネコ大試練
1340,1,100,150,200,200,0,0,0,3472,0,0,3584,0,大魔王ニャンダム大降臨
1341,1,100,150,200,200,0,1,1,13007,0,0,1,0,バースデープレゼント！
1342,1,100,150,200,200,0,0,0,3317,0,0,640,0,絶・メガサターン
1343,1,100,150,200,200,0,0,0,12147,0,0,61,0,#02「恐怖の披露宴」
2000,1,100,150,200,300,0,0,0,6000,0,0,31,0,ふるさと自衛隊
2001,4,100,150,200,300,0,0,0,6030,0,0,31,0,魅惑のプリンセス
2002,4,100,150,200,300,0,0,0,6031,0,0,38,0,ケリ姫ステージ
2003,3,100,150,200,300,0,0,0,6060,0,0,31,0,黎明期からの使者
2004,1,100,150,200,300,0,0,0,6090,0,0,63,0,拡散性ミリオンアーサー
2005,2,100,150,200,300,0,0,0,6120,0,0,63,0,ドラゴンポーカー
2006,1,100,150,200,300,0,0,0,6150,0,0,1,0,ラスボス降臨!?
2007,4,100,150,200,200,0,0,0,6180,0,0,64,0,地獄のメルクストーリア
2008,4,100,150,200,300,0,0,0,6181,0,0,31,0,対決！メルクストーリア
2009,2,100,150,200,300,0,0,0,6210,0,0,21,0,ドラゴンリーグ
2010,2,100,150,200,300,0,0,0,6240,0,0,87,0,超激突！氣志團！！
2011,1,100,150,200,300,0,0,0,6270,0,0,0,0,生きろ！マンボウ！（旧）
2012,1,100,150,200,300,0,0,0,6061,0,0,136,0,開眼のドロイド！
2013,3,100,200,300,300,0,0,0,0,0,0,0,0,消滅都市 ～第１章～（旧）
2014,3,100,200,300,300,0,0,0,0,0,0,0,0,消滅都市 ～第２章～（旧）
2015,3,100,200,300,300,0,0,0,0,0,0,0,0,消滅都市 ～第３章～（旧）
2016,1,100,150,200,300,0,0,0,6330,0,0,19,0,極道大戦争
2017,3,100,150,200,300,0,0,0,6182,0,0,0,0,逆襲のメルクストーリア（旧）
2018,1,100,150,200,300,0,0,0,6186,0,0,160,0,開眼の癒術士襲来！
2019,1,100,150,200,300,0,0,0,6360,0,0,21,0,モンハン大狩猟クエスト
2020,1,100,150,200,300,0,0,0,6361,0,0,148,0,モンハン大狩猟クエスト【緊急】
2021,2,100,150,200,300,0,0,0,6390,0,0,21,0,メタルスラッグディフェンス
2022,2,100,150,200,300,0,0,0,6391,0,0,128,0,超メタルスラッグディフェンス
2023,3,100,150,200,300,0,0,0,6420,0,0,47,0,神略！ゆるドラシル
2024,3,100,150,200,300,0,0,0,6450,0,0,15,0,城とドラゴン
2025,1,100,150,200,300,0,0,0,6451,0,0,31,0,開眼の城とドラゴン
2026,3,100,150,200,300,0,2,0,6452,0,0,224,0,難攻不落の城とドラゴン
2027,1,100,150,200,300,0,0,0,6480,0,0,41,0,まもるよネコさん
2028,1,100,150,200,300,0,0,0,0,0,0,0,0,開眼のタクヤとユキ（旧）
2029,1,100,150,200,300,0,0,0,6510,0,0,1,0,なめこからの挑戦状
2030,1,100,150,200,300,0,0,0,6540,0,0,1,0,ふてたネコあらわる
2031,3,100,200,300,300,0,0,0,0,0,0,23,0,魔法少女まどか☆マギカ
2032,3,100,200,300,300,0,0,0,0,0,0,18,0,魔女の結界
2033,3,100,200,300,300,0,0,0,0,0,0,36,0,魔女の結界
2034,3,100,200,300,300,0,0,0,0,0,0,72,0,魔女の結界
2035,1,100,150,200,300,0,0,0,0,0,0,16,0,ワルプルギスの夜
2036,1,100,150,200,300,0,0,0,6600,0,0,3,0,突撃！キャットバスターズ
2037,1,100,150,200,300,0,0,0,6151,0,0,144,0,開眼の歌謡にゃんこ襲来！
2038,1,100,150,200,300,0,0,0,6630,0,0,1,0,ピコ太郎
2039,1,100,150,200,300,0,0,0,6660,0,0,1,0,TWその２
2040,1,100,150,200,300,0,0,0,6690,0,0,7,0,ナゾのウサギ登場!?
2041,3,100,200,300,300,0,0,0,6720,0,0,13,0,ALICEの入り口
2042,3,100,200,300,300,0,0,0,6721,0,0,56,0,月夜のオールドシティ
2043,1,100,150,200,300,0,0,0,6034,0,0,80,0,開眼のケリ姫襲来！
2044,1,100,150,200,300,0,0,0,6035,0,0,80,0,開眼の眠れるケリの美女襲来！
2045,3,100,200,300,300,0,0,0,0,0,0,0,0,失われし世界（旧）
2046,1,100,150,200,300,0,0,0,6187,0,0,144,0,開眼のメルク襲来！
2047,1,100,150,200,300,0,0,0,6188,0,0,144,0,開眼のティティ襲来！
2048,1,100,150,200,300,0,0,0,0,0,0,0,0,神秘のメルクストーリア（旧）
2049,3,100,200,300,300,0,0,0,6750,0,0,7,0,ぐでぐでしてます
2050,3,100,200,300,300,0,0,0,6751,0,0,56,0,どうせ食べられるだけだし
2051,1,100,150,200,300,0,0,0,6780,0,0,1,0,ＴＷその３
2052,4,100,200,300,300,0,2,0,6810,0,0,23,0,聖杯戦争の始まり
2053,3,100,200,300,300,0,0,0,0,0,0,0,0,激闘！セイバー襲来！
2054,3,100,200,300,300,0,0,0,0,0,0,0,0,激闘！ランサー襲来！
2055,3,100,200,300,300,0,0,0,0,0,0,0,0,激闘！アーチャー襲来！
2056,3,100,200,300,300,0,0,0,0,0,0,0,0,激闘！ライダー襲来！
2057,3,100,200,300,300,0,0,0,0,0,0,0,0,大激闘！ギルガメッシュ襲来！
2058,1,100,150,200,300,0,0,0,6840,0,0,13,0,パワフル高校2年の夏
2059,1,100,150,200,300,0,0,0,6841,0,0,144,0,ダイジョーブ博士の挑戦状
2060,1,100,150,200,300,0,0,0,6842,0,0,34,0,デートステージ 猫塚かりん
2061,1,100,150,200,300,0,0,0,6843,0,0,34,0,デートステージ 紺野美崎
2062,1,100,150,200,300,0,0,0,6844,0,0,34,0,デートステージ 虹谷彩理
2063,1,100,150,200,300,0,0,0,6845,0,0,34,0,デートステージ 片桐恋
2064,1,100,150,200,300,0,0,0,6870,0,0,3,0,つくね荘からの挑戦状
2065,4,100,200,300,400,0,2,0,6900,0,0,13,0,発進！エヴァンゲリオン
2066,4,100,200,300,400,0,2,0,6901,0,0,61,0,決戦！ヤシマ作戦
2067,4,100,200,300,400,0,0,0,0,0,0,34,0,第９の使徒、襲来（旧）
2068,3,100,200,300,300,0,0,0,0,0,0,258,0,第１０の使徒、襲来（旧）
2069,3,100,150,200,300,0,0,0,6930,0,0,3,0,ポコ森の仲間たち
2070,3,100,150,200,300,0,0,0,6931,0,0,44,0,仲良し３人組
2071,3,100,150,200,300,0,0,0,6960,0,0,7,0,太秦萌の通学
2072,3,100,150,200,300,0,0,0,6961,0,0,14,0,松賀咲の通学
2073,3,100,150,200,300,0,0,0,6962,0,0,28,0,小野ミサの通学
2074,3,100,150,200,300,0,0,0,6963,0,0,59,0,地下鉄に乗るっ
2075,3,100,200,300,300,0,0,0,0,0,0,0,0,タマシイの都（旧）
2076,3,100,200,300,300,0,0,0,6752,0,0,93,0,ぐでぐでしてて忙しい
2077,1,100,200,300,300,0,0,0,6753,0,0,144,0,開眼のぐでたまにゃんこ襲来！
2078,3,100,115,130,300,0,0,0,6453,0,0,122,0,城ドラ VS 城ドラ
2079,1,100,200,300,300,0,0,0,6990,0,0,3,0,キモ激しく動くクマ
2080,4,100,150,170,200,0,0,0,6032,0,0,188,0,ケットバス王国の教え
2081,1,100,150,200,300,0,0,0,0,0,0,528,0,偽りの見滝原
2082,3,100,200,300,300,0,0,0,6722,0,0,188,0,女王暴走
2083,1,100,200,300,300,0,0,0,7020,0,0,1,0,ヒカキン降臨
2084,1,100,200,300,300,0,0,0,7021,0,0,1,0,開眼のヒカキン襲来！
2085,4,100,150,200,300,0,2,0,6184,0,0,38,0,逆襲のメルクストーリア
2086,4,100,150,200,300,0,2,0,6185,0,0,37,0,神秘のメルクストーリア
2087,1,100,150,200,300,0,0,0,6816,0,0,272,0,超激闘！セイバーオルタ襲来！
2088,4,100,200,300,400,0,2,0,6272,0,0,13,0,生きろ！マンボウ！
2089,4,100,200,300,300,0,2,0,6271,0,0,61,0,３億匹の仲間はみな死んだ
2090,1,100,150,200,300,0,0,0,6661,0,0,6,0,開眼のTWその２
2091,1,100,150,200,300,0,0,0,7250,0,0,3,0,ＴＷその４
2092,3,100,200,300,300,0,0,0,7280,0,0,13,0,聖魔大戦勃発！
2093,1,100,150,200,300,0,0,0,7281,0,0,61,0,ビックリマンチョコ
2094,1,100,150,200,300,0,0,0,7282,0,0,72,0,対決！魔幻モデル
2095,1,100,150,200,300,0,0,0,7283,0,0,272,0,覚醒！ヤマト爆神
2096,3,100,200,300,300,0,0,0,7310,0,0,13,0,ゆる～い！ねこ娘襲来！
2097,3,100,200,300,300,0,0,0,7311,0,0,173,0,ゆる～いゲゲゲの鬼太郎
2098,3,100,200,300,300,0,0,0,0,0,0,0,0,消滅都市(1～3章統合版)（旧）
2099,3,100,200,300,300,0,0,0,0,0,0,0,0,天上の世界（旧）
2100,4,100,150,200,100,0,0,0,6033,0,0,224,0,激闘！スイーツ大戦争
2101,1,100,150,200,300,0,0,0,6662,0,0,6,0,開眼のチョコレート
2102,3,100,200,300,300,0,0,0,0,0,0,528,0,第１３号機、襲来（旧）
2103,3,100,150,200,300,0,0,0,7050,0,0,59,0,高雄メトロコラボ　通常マップ
2104,3,100,150,200,300,0,0,0,7051,0,0,124,0,高雄メトロコラボ　開眼マップ
2105,3,100,150,200,300,0,0,0,7340,0,0,59,0,シャクレルプラネット
2106,3,100,150,200,300,0,0,0,7370,0,0,59,0,ドットヒーローズ
2107,1,100,150,200,300,0,0,0,0,0,0,0,0,ストリートファイター EASY（旧）
2108,1,100,150,200,300,0,0,0,0,0,0,0,0,ストリートファイター NORMAL（旧）
2109,1,100,150,200,300,0,0,0,0,0,0,0,0,ストリートファイター HARD（旧）
2110,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSリュウ 初級)（旧）
2111,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSリュウ 激ムズ)（旧）
2112,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VS春麗 初級)（旧）
2113,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VS春麗 激ムズ)（旧）
2114,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSガイル 初級)（旧）
2115,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSガイル 激ムズ)（旧）
2116,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSザンギエフ 初級)（旧）
2117,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSザンギエフ 激ムズ)（旧）
2118,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSブランカ 初級)（旧）
2119,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSブランカ 激ムズ)（旧）
2120,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSダルシム 初級)（旧）
2121,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSダルシム 激ムズ)（旧）
2122,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSケン 初級)（旧）
2123,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(VSケン 激ムズ)（旧）
2124,1,100,150,200,300,0,0,0,0,0,0,0,0,New Challenger(豪鬼)（旧）
2125,1,100,150,200,300,0,0,0,7430,0,0,3,0,７周年★東京スカイツリー
2126,3,100,150,200,300,0,0,0,7460,0,0,13,0,初音ミク
2127,3,100,150,200,300,0,0,0,7461,0,0,109,0,MIKU EXPO
2128,3,100,150,200,300,0,0,0,7462,0,0,104,0,MIKU CHERRY
2129,1,100,150,200,300,0,2,1,6273,30,0,1023,0,ＩＭコラボ強襲
2130,3,100,150,200,300,0,0,0,7463,0,0,109,0,MIKU EXPO（韓国版）
2131,3,100,150,200,300,0,0,0,7464,0,0,104,0,MIKU CHERRY（韓国版）
2132,1,100,150,200,300,0,0,0,7490,0,0,1,0,ＯＤコラボ
2133,3,100,150,200,300,0,0,0,7520,0,0,3,0,ＵＦＯコラボ
2134,1,100,150,200,300,0,1,1,7470,0,0,1,0,バースデープレゼント！(初音ミクver)
2135,1,100,150,200,300,0,2,0,7380,0,0,7,0,ストリートファイター EASY
2136,1,100,150,200,300,0,2,0,7381,0,0,124,0,ストリートファイター NORMAL
2137,1,100,150,200,300,0,2,0,7382,0,0,480,0,ストリートファイター HARD
2138,1,100,150,200,300,0,0,0,7398,0,0,2,0,New Challenger(VSエドモンド本田 初級)
2139,1,100,150,200,300,0,0,0,7399,0,0,32,0,New Challenger(VSエドモンド本田 激ムズ)
2140,1,100,150,200,300,0,0,0,7404,0,0,4,0,New Challenger(VSバイソン 中級)
2141,1,100,150,200,300,0,0,0,7405,0,0,64,0,New Challenger(VSバイソン 超激ムズ)
2142,1,100,150,200,300,0,0,0,7406,0,0,4,0,New Challenger(VSバルログ 中級)
2143,1,100,150,200,300,0,0,0,7407,0,0,64,0,New Challenger(VSバルログ 超激ムズ)
2144,1,100,150,200,300,0,0,0,7408,0,0,4,0,New Challenger(VSサガット 中級)
2145,1,100,150,200,300,0,0,0,7409,0,0,64,0,New Challenger(VSサガット 超激ムズ)
2146,1,100,150,200,300,0,0,0,7410,0,0,4,0,New Challenger(VSベガ 中級)
2147,1,100,150,200,300,0,0,0,7411,0,0,64,0,New Challenger(VSベガ 超激ムズ)
2148,1,100,150,200,300,0,0,0,7384,0,0,2,0,New Challenger(VSリュウ 初級)
2149,1,100,150,200,300,0,0,0,7385,0,0,32,0,New Challenger(VSリュウ 激ムズ)
2150,1,100,150,200,300,0,0,0,7386,0,0,2,0,New Challenger(VS春麗 初級)
2151,1,100,150,200,300,0,0,0,7387,0,0,32,0,New Challenger(VS春麗 激ムズ)
2152,1,100,150,200,300,0,0,0,7388,0,0,2,0,New Challenger(VSガイル 初級)
2153,1,100,150,200,300,0,0,0,7389,0,0,32,0,New Challenger(VSガイル 激ムズ)
2154,1,100,150,200,300,0,0,0,7390,0,0,2,0,New Challenger(VSザンギエフ 初級)
2155,1,100,150,200,300,0,0,0,7391,0,0,32,0,New Challenger(VSザンギエフ 激ムズ)
2156,1,100,150,200,300,0,0,0,7392,0,0,2,0,New Challenger(VSブランカ 初級)
2157,1,100,150,200,300,0,0,0,7393,0,0,32,0,New Challenger(VSブランカ 激ムズ)
2158,1,100,150,200,300,0,0,0,7394,0,0,2,0,New Challenger(VSダルシム 初級)
2159,1,100,150,200,300,0,0,0,7395,0,0,32,0,New Challenger(VSダルシム 激ムズ)
2160,1,100,150,200,300,0,0,0,7396,0,0,2,0,New Challenger(VSケン 初級)
2161,1,100,150,200,300,0,0,0,7397,0,0,32,0,New Challenger(VSケン 激ムズ)
2162,1,100,150,200,300,0,2,0,7412,0,0,272,0,New Challenger(豪鬼)
2163,3,100,200,300,300,0,0,0,7465,0,0,336,0,雪ミクステージ
2164,4,100,150,200,300,0,2,0,7550,0,0,23,0,波乱！天道道場
2165,4,100,150,200,300,0,2,0,7551,0,0,173,0,伝説の呪泉郷
2166,3,100,200,300,300,0,2,0,6300,0,0,143,0,消滅都市(1～3章統合版)
2167,1,100,150,200,300,0,0,0,6306,0,0,72,0,開眼のタクヤとユキ
2168,3,100,200,300,300,0,2,0,6303,0,0,14,0,失われし世界
2169,4,100,200,300,150,0,2,0,6304,0,0,208,0,タマシイの都
2170,3,100,200,300,300,0,2,0,6305,0,0,168,0,天上の世界
2171,1,100,150,200,300,0,0,0,7581,0,0,512,0,ゴジラステージ　高難易度
2172,1,100,150,200,300,0,0,0,7580,0,0,145,0,ゴジラステージ　キャラドロップ
2173,3,100,200,300,300,0,0,0,6570,0,0,23,0,魔法少女になってよ
2174,3,100,200,300,300,0,0,0,6571,0,0,122,0,続・魔法少女になってよ
2175,3,100,150,200,300,0,0,0,6572,0,0,122,0,魔女の結界 ～薔薇園の魔女～
2176,3,100,150,200,300,0,0,0,6573,0,0,244,0,魔女の結界 ～お菓子の魔女～
2177,3,100,150,200,300,0,0,0,6574,0,0,488,0,魔女の結界 ～ハコの魔女～
2178,1,100,150,200,300,0,0,0,6576,0,0,1448,0,くるみ割りの魔女
2179,1,100,150,200,300,0,0,0,7611,0,0,7,0,ＧＩレース（秋華賞）
2180,1,100,150,200,300,0,0,0,7612,0,0,13,0,ＧＩレース（菊花賞）
2181,1,100,150,200,300,0,0,0,7613,0,0,21,0,ＧＩレース（天皇賞秋）
2182,1,100,150,200,300,0,0,0,7614,0,0,63,0,ＧＩレース（有馬記念）
2183,3,100,150,200,300,0,0,0,7052,0,0,59,0,高雄MRTレッドライン
2184,3,100,150,200,300,0,0,0,7053,0,0,59,0,高雄LRTグリーンライン
2185,1,100,150,200,300,0,0,0,7640,0,0,1,0,協賛BitSummit記念！
2186,4,100,150,200,300,0,0,0,7670,0,0,59,0,対決！玉狛第２のリーダー
2187,4,100,150,200,300,0,0,0,7671,0,0,59,0,対決！玉狛第２のエース
2188,1,100,150,200,300,0,0,0,7672,0,0,496,0,VS訓練用モールモッド
2189,1,100,150,200,300,0,0,0,7400,0,0,2,0,New Challenger（さくら・EASY）
2190,1,100,150,200,300,0,0,0,7401,0,0,32,0,New Challenger（さくら・HARD）
2191,1,100,150,200,300,0,0,0,7402,0,0,2,0,New Challenger（ルーク・EASY）
2192,1,100,150,200,300,0,0,0,7403,0,0,32,0,New Challenger（ルーク・HARD）
2193,1,100,150,200,300,0,0,0,7383,0,0,3840,0,ストリートファイター VERY HARD
2194,4,100,200,300,300,0,0,0,6811,0,0,34,0,激闘！セイバー襲来！
2195,4,100,200,300,300,0,0,0,6812,0,0,34,0,激闘！ランサー襲来！
2196,4,100,200,300,300,0,0,0,6813,0,0,34,0,激闘！アーチャー襲来！
2197,4,100,200,300,300,0,0,0,6814,0,0,34,0,激闘！ライダー襲来！
2198,4,100,200,250,250,0,0,0,6815,0,0,144,0,大激闘！ギルガメッシュ襲来！
2199,3,100,150,200,200,0,0,0,7700,0,0,59,0,救出！ちび仮面ライダー
2200,3,100,150,200,200,0,0,0,7701,0,0,59,0,救出！ちびゴジラ
2201,3,100,150,200,200,0,0,0,7702,0,0,59,0,救出！ちびエヴァンゲリオン
2202,3,100,150,200,200,0,0,0,7703,0,0,59,0,救出！ちびウルトラマン
2203,1,100,150,200,200,0,0,0,7704,0,0,412,0,シン・にゃんこ・ヒーローズ
2204,1,100,150,200,200,0,0,0,6307,0,0,72,0,開眼の赤髪のゆきにゃん
2205,4,100,200,300,300,0,0,0,6902,0,0,34,0,第９の使徒、襲来
2206,3,100,200,300,300,0,0,0,6903,0,0,258,0,第１０の使徒、襲来
2207,3,100,200,300,300,0,0,0,6904,0,0,528,0,第１３号機、襲来
2208,1,100,150,200,200,0,0,0,6905,0,0,1056,0,最終決戦　第１３号機
2209,1,100,150,200,200,0,0,0,6907,0,0,1,0,さらば、全てのにゃんこ。
4000,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4001,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4002,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4003,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4004,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4005,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4006,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4007,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4008,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4009,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4010,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4011,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4012,1,100,150,200,300,0,0,0,0,0,0,32,0,EXステージ
4013,1,100,150,200,300,0,0,0,0,0,0,32,0,EXステージ
4014,1,100,150,200,300,0,0,0,0,0,0,32,0,EXステージ
4015,1,100,150,200,300,0,0,0,0,0,0,32,0,EXステージ
4016,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4017,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4018,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4019,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4020,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4021,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4022,1,100,150,200,300,0,0,0,0,0,0,512,0,EXステージ
4023,1,100,150,200,300,0,0,0,0,0,0,1,0,EXステージ
4024,1,100,150,200,300,0,0,0,0,0,0,1,0,EXステージ
4025,1,100,150,200,300,0,0,0,0,0,0,512,0,EXステージ
4026,1,100,120,130,100,0,0,0,0,0,0,1024,0,EXステージ
4027,1,100,150,200,300,0,0,0,0,0,0,4,0,EXステージ
4028,1,100,150,200,300,0,0,0,0,0,0,8,0,EXステージ
4029,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4030,1,100,150,200,300,0,0,0,0,0,0,16,0,EXステージ
4031,1,100,150,200,300,0,0,0,0,0,0,32,0,EXステージ
4032,1,100,150,200,300,0,0,0,0,0,0,64,0,EXステージ
4033,1,100,150,200,300,0,0,0,0,0,0,128,0,EXステージ
4034,1,100,150,200,300,0,0,0,0,0,0,128,0,EXステージ
4035,1,100,150,200,300,0,0,0,0,0,0,128,0,EXステージ
4036,1,100,150,200,300,0,0,0,0,0,0,128,0,EXステージ
4037,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4038,1,100,150,200,300,0,0,0,0,0,0,256,0,EXステージ
4039,1,100,150,200,300,0,0,0,0,0,0,256,0,天使と般若
4040,1,100,150,200,300,0,0,0,0,0,0,256,0,女帝と亡者
4041,1,100,150,200,300,0,0,0,0,0,0,256,0,伯爵と乙女
