＠,＠,＠,＠,＠,＠,＠,			//ネコ
第３形態への進化で波動を打ち消し、,波動ダメージも無効化する能力を取得！,＠,＠,第３形態への進化で波動を打ち消し、,波動ダメージも無効化する能力を取得！,＠,			//ハロウィンねねこ
＠,＠,＠,＠,＠,＠,＠,			//ウィンディスイート
＠,＠,＠,＠,＠,＠,＠,			//デビルサンディア
＠,＠,＠,＠,＠,＠,＠,			//おでん
＠,＠,＠,＠,＠,＠,＠,			//光の神徒ヴァルキリー
＠,＠,＠,＠,＠,＠,＠,			//神徒ブリュンヒルデ
＠,＠,＠,＠,＠,＠,＠,			//神徒スルズ
＠,＠,＠,＠,＠,＠,＠,			//豊穣の女神フレイヤ
＠,＠,＠,＠,＠,＠,＠,			//軍神オーディン
第３形態への進化で移動速度が上昇！,さらに烈波攻撃を取得し、,必ず生き残るようになる！,＠,第３形態への進化で移動速度が上昇！,さらに烈波攻撃を取得し、,必ず生き残るようになる！,			//おかめはちもくネコ
第３形態への進化で,攻撃力が大幅上昇！,＠,＠,第３形態への進化で,攻撃力が大幅上昇！,＠,			//ボンボンネコ
第３形態への進化で射程と,攻撃速度が上昇！さらにメタルな敵以外の,動きを遅くする能力を取得！,＠,第３形態への進化で射程と,攻撃速度が上昇！さらにメタルな敵以外の,動きを遅くする能力を取得！,			//見習いスニャイパー
第３形態への進化で,攻撃速度が上昇し体力も大幅上昇！,さらに攻撃力が上昇しやすくなる！,＠,第３形態への進化で,攻撃速度が上昇し体力も大幅上昇！,さらに攻撃力が上昇しやすくなる！,			//トゲルガ
第３形態への進化で,体力と移動速度と攻撃力が上昇！,＠,＠,第３形態への進化で,体力と移動速度と攻撃力が上昇！,＠,			//雪だるまのスノーカイ
＠,＠,＠,＠,＠,＠,＠,			//サンタのメリークウ
＠,＠,＠,＠,＠,＠,＠,			//聖夜のシスターカッパー
＠,＠,＠,＠,＠,＠,＠,			//ネコのプレゼント
＠,＠,＠,＠,＠,＠,＠,			//ちびキモネコ
＠,＠,＠,＠,＠,＠,＠,			//ちびウシネコ
＠,＠,＠,＠,＠,＠,＠,			//ちびネコノトリ
第３形態への進化で体力が上昇！,さらに魂攻撃を取得！,＠,＠,第３形態への進化で体力が上昇！,さらに魂攻撃を取得！,＠,			//死にたてにゃんこ
＠,＠,＠,＠,＠,＠,＠,			//剣士
＠,＠,＠,＠,＠,＠,＠,			//騎馬兵
＠,＠,＠,＠,＠,＠,＠,			//アシュラ
＠,＠,＠,＠,＠,＠,＠,			//バトルバルーン
＠,＠,＠,＠,＠,＠,＠,			//ドラゴンライダー
＠,＠,＠,＠,＠,＠,＠,			//プリティキャット
＠,＠,＠,＠,＠,＠,＠,			//サイクロプス
＠,＠,＠,＠,＠,＠,＠,			//ゴーレム
第３形態への進化で,体力と攻撃力が上昇！,＠,＠,第３形態への進化で,体力と攻撃力が上昇！,＠,			//天空神ゼウス
第３形態への進化で,体力と攻撃力が上昇！,さらに敵のふっとばし効果を無効化！,＠,第３形態への進化で,体力と攻撃力が上昇！,さらに敵のふっとばし効果を無効化！,			//守護神アヌビス
第３形態への進化で体力が上昇！,＠,＠,＠,第３形態への進化で体力が上昇！,＠,＠,			//美女神アフロディーテ
＠,＠,＠,＠,＠,＠,＠,			//ネコウェイ
第３形態への進化でたまにゾンビを,ふっとばして動きを遅くするようになる！,さらにゾンビキラーの能力を取得！,＠,第３形態への進化でたまにゾンビを,ふっとばして動きを遅くするようになる！,さらにゾンビキラーの能力を取得！,			//天誅ハヤブサ
＠,＠,＠,＠,＠,＠,＠,			//ニャームス
＠,＠,＠,＠,＠,＠,＠,			//ポチ
＠,＠,＠,＠,＠,＠,＠,			//クロミ
＠,＠,＠,＠,＠,＠,＠,			//せつ子
＠,＠,＠,＠,＠,＠,＠,			//ねば～る君
＠,＠,＠,＠,＠,＠,＠,			//ネコタイフーン
第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,古代種の攻撃力を下げる能力を取得！,＠,第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,古代種の攻撃力を下げる能力を取得！,			//ネコずきんミーニャ
＠,＠,＠,＠,＠,＠,＠,			//幼獣ガオ
第３形態への進化で,体力、移動速度、攻撃力が上昇！,さらに敵の移動を遅くする効果を無効化！,＠,第３形態への進化で,体力、移動速度、攻撃力が上昇！,さらに敵の移動を遅くする効果を無効化！,			//狂乱のユキ
第３形態への進化で攻撃力が上昇！,＠,＠,＠,第３形態への進化で攻撃力が上昇！,＠,＠,			//太陽神アマテラス
第３形態への進化で体力が上昇！,さらに体力低下で上昇する攻撃力が,パワーアップ！,＠,第３形態への進化で体力が上昇！,さらに体力低下で上昇する攻撃力が,パワーアップ！,			//繁栄神ガネーシャ
＠,＠,＠,＠,＠,＠,＠,			//チアにゃんこ
＠,＠,＠,＠,＠,＠,＠,			//トロピカルカリファ
＠,＠,＠,＠,＠,＠,＠,			//真夏のホワイトラビット
第３形態への進化で,攻撃力が大幅上昇！,＠,＠,第３形態への進化で,攻撃力が大幅上昇！,＠,			//夏色ねねこ
＠,＠,＠,＠,＠,＠,＠,			//なめこ
＠,＠,＠,＠,＠,＠,＠,			//なめこタンク
＠,＠,＠,＠,＠,＠,＠,			//白ネコなめこ
＠,＠,＠,＠,＠,＠,＠,			//要塞なめこ
＠,＠,＠,＠,＠,＠,＠,			//ふてニャン
第３形態への進化で体力と攻撃力が上昇！,さらに超獣特効も取得！,＠,＠,第３形態への進化で体力と攻撃力が上昇！,さらに超獣特効も取得！,＠,			//ネコ阿波踊り
第３形態への進化で攻撃速度が上昇！,さらに赤い敵に打たれ強い能力が,超打たれ強い能力にパワーアップ！,＠,第３形態への進化で攻撃速度が上昇！,さらに赤い敵に打たれ強い能力が,超打たれ強い能力にパワーアップ！,			//猫飯拳パイパイ
＠,＠,＠,＠,＠,＠,＠,			//ネコ特急
＠,＠,＠,＠,＠,＠,＠,			//狂乱の小籠包にゃんこ
第３形態への進化で攻撃速度が上昇！,さらに浮いてる敵に打たれ強い能力が,超打たれ強い能力にパワーアップ！,＠,第３形態への進化で攻撃速度が上昇！,さらに浮いてる敵に打たれ強い能力が,超打たれ強い能力にパワーアップ！,			//閃雷機兵レイ
＠,＠,＠,＠,＠,＠,＠,			//ネコ球児
第３形態への進化で浮いてる敵と,ゾンビと古代種に超ダメージを与え、,古代の呪いを無効化する能力取得！,＠,第３形態への進化で浮いてる敵と,ゾンビと古代種に超ダメージを与え、,古代の呪いを無効化する能力取得！,			//鹿目まどか
第３形態への進化で赤い敵と,黒い敵と悪魔にめっぽう強くなる！,さらに遠方範囲攻撃を取得！,＠,第３形態への進化で赤い敵と,黒い敵と悪魔にめっぽう強くなる！,さらに遠方範囲攻撃を取得！,			//暁美ほむら
＠,＠,＠,＠,＠,＠,＠,			//美樹さやか
＠,＠,＠,＠,＠,＠,＠,			//巴マミ
＠,＠,＠,＠,＠,＠,＠,			//佐倉杏子
＠,＠,＠,＠,＠,＠,＠,			//キュゥべえ
＠,＠,＠,＠,＠,＠,＠,			//ネコまどか
＠,＠,＠,＠,＠,＠,＠,			//ネコほむら
＠,＠,＠,＠,＠,＠,＠,			//ネコさやか
＠,＠,＠,＠,＠,＠,＠,			//ネコマミ
＠,＠,＠,＠,＠,＠,＠,			//ネコ杏子
＠,＠,＠,＠,＠,＠,＠,			//ちびまどか
＠,＠,＠,＠,＠,＠,＠,			//ちびほむら
＠,＠,＠,＠,＠,＠,＠,			//ネコキュゥべえ
第３形態への進化で,攻撃力と射程が上昇！,さらに悪魔の動きを止める能力を取得！,＠,第３形態への進化で,攻撃力と射程が上昇！,さらに悪魔の動きを止める能力を取得！,			//ネコアイスゴースト
＠,＠,＠,＠,＠,＠,＠,			//ネコ屋台
第３形態への進化で射程が上昇！,さらに攻撃範囲が拡大！,＠,＠,第４形態への進化で攻撃力が上昇！,さらにゾンビと古代種に打たれ強く,攻撃力を必ずダウンさせる能力を取得！,			//帝国陸軍カタパルズ
第３形態への進化で,攻撃速度が上昇！,＠,＠,第４形態への進化で生産速度が短縮！,さらに体力、攻撃速度、射程が上昇し,敵のふっとばし効果を無効化！,			//古代軍船ガレーズ
第３形態への進化で,体力とヒットバック回数が上昇！,＠,＠,第３形態への進化で,体力とヒットバック回数が上昇！,＠,			//飛空襲撃ボンバーズ
第３形態への進化で,体力と移動速度が上昇！さらにゾンビの,動きを遅くする時間が長くなる！,＠,第３形態への進化で,体力と移動速度が上昇！さらにゾンビの,動きを遅くする時間が長くなる！,			//ネコジャンパー
第３形態への進化で体力が大幅上昇！,さらに射程も上昇し、ゾンビの,動きを止める時間が長くなる！,＠,第３形態への進化で体力が大幅上昇！,さらに射程も上昇し、ゾンビの,動きを止める時間が長くなる！,			//ネコバサミ
＠,＠,＠,＠,＠,＠,＠,			//ネコ博士
第３形態への進化で体力が上昇！,さらに悪魔をふっとばして,動きを遅くする能力を取得！,＠,第３形態への進化で体力が上昇！,さらに悪魔をふっとばして,動きを遅くする能力を取得！,			//ネコナースキャンドル
＠,＠,＠,＠,＠,＠,＠,			//ちびネコフィッシュ
＠,＠,＠,＠,＠,＠,＠,			//ちびネコトカゲ
＠,＠,＠,＠,＠,＠,＠,			//ちび巨神ネコ
第３形態への進化で,攻撃回数が上昇し,再生産にかかる時間が短くなる！,＠,第３形態への進化で,攻撃回数が上昇し,再生産にかかる時間が短くなる！,			//大掃除ねねこ
＠,＠,＠,＠,＠,＠,＠,			//ピコ太郎
第３形態への進化で,体力、移動速度、攻撃力が上昇！,＠,＠,第３形態への進化で,体力、移動速度、攻撃力が上昇！,＠,			//海王神ポセイドン
＠,＠,＠,＠,＠,＠,＠,			//CPAC
＠,＠,＠,＠,＠,＠,＠,			//巫女姫ミタマ
第３形態への進化で大きく性能が変化！,さらに超獣特効も取得！,＠,＠,第３形態への進化で大きく性能が変化！,さらに超獣特効も取得！,＠,			//殺意のネコ
＠,＠,＠,＠,＠,＠,＠,			//三原慧悟
＠,＠,＠,＠,＠,＠,＠,			//ナゾウサギ
第３形態への進化で,体力と攻撃速度が上昇！さらに,敵の攻撃力ダウン効果を無効化！,＠,第３形態への進化で,体力と攻撃速度が上昇！さらに,敵の攻撃力ダウン効果を無効化！,			//さるかに合戦
第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,たまに古代種の動きを止める能力を取得！,＠,第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,たまに古代種の動きを止める能力を取得！,			//宮木武蔵
＠,＠,＠,＠,＠,＠,＠,			//ネコストーン
第３形態への進化で体力が大幅上昇！,さらに射程も上昇！,＠,＠,第３形態への進化で体力が大幅上昇！,さらに射程も上昇！,＠,			//ネコボクサー
＠,＠,＠,＠,＠,＠,＠,			//メビウス
＠,＠,＠,＠,＠,＠,＠,			//ベリアル
＠,＠,＠,＠,＠,＠,＠,			//ハッピー100
＠,＠,＠,＠,＠,＠,＠,			//ネコエッグ
第３形態への進化で,超生命体特効を取得！,さらに敵の攻撃力ダウン効果を無効化！,＠,第３形態への進化で,超生命体特効を取得！,さらに敵の攻撃力ダウン効果を無効化！,			//上杉謙信・春
第３形態への進化で,赤い敵と悪魔しか攻撃できなくなるが、,毒撃と烈波のダメージも無効化！,＠,第３形態への進化で,赤い敵と悪魔しか攻撃できなくなるが、,毒撃と烈波のダメージも無効化！,			//道化師エッグダック
第３形態への進化で,メタルな敵に色んな妨害効果を,たまに与える能力を取得！,＠,第３形態への進化で,メタルな敵に色んな妨害効果を,たまに与える能力を取得！,			//イースターねねこ
＠,＠,＠,＠,＠,＠,＠,			//黒獣ガオウ
第３形態への進化で全体的にパワーアップ！,さらに浮いてる敵と天使の動きを,遅くする時間が長くなる！,＠,第３形態への進化で全体的にパワーアップ！,さらに浮いてる敵と天使の動きを,遅くする時間が長くなる！,			//狐娘ヒメユリ
第３形態への進化で体力と攻撃力が上昇！,さらに赤い敵の攻撃力をダウンさせる,時間が長くなる！,＠,第３形態への進化で体力と攻撃力が上昇！,さらに赤い敵の攻撃力をダウンさせる,時間が長くなる！,			//人魚娘ルリィ
第３形態への進化で,ノックバック回数と攻撃速度が上昇！,＠,＠,第３形態への進化で,ノックバック回数と攻撃速度が上昇！,＠,			//ミイラ娘レイカ
第３形態への進化で,体力と移動速度と攻撃力が上昇！,＠,＠,第３形態への進化で,体力と移動速度と攻撃力が上昇！,＠,			//プリンセスケリ姫号
第３形態への進化で,体力と射程が上昇！さらに黒い敵の,攻撃力をダウンさせる時間が長くなる！,＠,第３形態への進化で,体力と射程が上昇！さらに黒い敵の,攻撃力をダウンさせる時間が長くなる！,			//今川義元
＠,＠,＠,＠,＠,＠,＠,			//にゃんこ城壁ユニット
＠,＠,＠,＠,＠,＠,＠,			//赤髪のゆきにゃん
第３形態への進化で体力と攻撃力上昇！,さらに敵のふっとばし効果を無効化し,バリア破壊能力を新たに取得！,＠,第３形態への進化で体力と攻撃力上昇！,さらに敵のふっとばし効果を無効化し,バリア破壊能力を新たに取得！,			//失われし世界のユキ
＠,＠,＠,＠,＠,＠,＠,			//ネコまねき
＠,＠,＠,＠,＠,＠,＠,			//なめネコ
第３形態への進化で,全体的にパワーアップ！,＠,＠,第３形態への進化で,全体的にパワーアップ！,＠,			//オルトス
第３形態への進化で体力と攻撃力が上昇！,攻撃速度は低下するが浮いてる敵の,動きを必ず止められるようになる！,＠,第３形態への進化で体力と攻撃力が上昇！,攻撃速度は低下するが浮いてる敵の,動きを必ず止められるようになる！,			//ミシェリア
＠,＠,＠,＠,＠,＠,＠,			//とどめき
＠,＠,＠,＠,＠,＠,＠,			//ぐでたまにゃんこ
＠,＠,＠,＠,＠,＠,＠,			//ぐでたまプレート
＠,＠,＠,＠,＠,＠,＠,			//ぐでぐでプリン
＠,＠,＠,＠,＠,＠,＠,			//ニセたま軍団
第３形態への進化で生産速度が短縮！,さらに攻撃力と移動速度が上昇し、,敵の攻撃力ダウン効果を無効化！,＠,第３形態への進化で生産速度が短縮！,さらに攻撃力と移動速度が上昇し、,敵の攻撃力ダウン効果を無効化！,			//双掌星のシシル＆コマリ
＠,＠,＠,＠,＠,＠,＠,			//ネコ仙人
＠,＠,＠,＠,＠,＠,＠,			//チョコレート
＠,＠,＠,＠,＠,＠,＠,			//常夏の果実カイ
第３形態への進化で攻撃力が上昇！,さらに全方位攻撃を取得！,＠,＠,第３形態への進化で攻撃力が上昇！,さらに全方位攻撃を取得！,＠,			//観測兵器ガリレオ
＠,＠,＠,＠,＠,＠,＠,			//ノラ
第３形態への進化で攻撃速度が上昇！,＠,＠,＠,第３形態への進化で攻撃速度が上昇！,＠,＠,			//狼娘ディル
第３形態への進化で体力が上昇！,さらにクリティカル率も上昇！,＠,＠,第３形態への進化で体力が上昇！,さらにクリティカル率も上昇！,＠,			//ゾンビ娘ヴェルヴェーヌ
第３形態への進化で,体力と攻撃力が上昇！,＠,＠,第４形態への進化で体力と攻撃力が上昇！,さらに射程と移動速度も上昇し、,エイリアンの攻撃力をダウンさせる！,			//火の精霊メララ
第３形態への進化で,体力と攻撃力が上昇！,＠,＠,第３形態への進化で,体力と攻撃力が上昇！,＠,			//水の精霊ミズリィ
第３形態への進化で,体力と攻撃力が上昇！,＠,＠,第４形態への進化で体力と射程が上昇！,さらに攻撃範囲が広がり、,エイリアンをふっとばす能力を取得！,＠,			//風の精霊エアル
第３形態への進化で,体力と攻撃力と射程が上昇！,＠,＠,第３形態への進化で,体力と攻撃力と射程が上昇！,＠,			//セイバー
＠,＠,＠,＠,＠,＠,＠,			//遠坂 凛
＠,＠,＠,＠,＠,＠,＠,			//イリヤスフィール
＠,＠,＠,＠,＠,＠,＠,			//アーチャー
＠,＠,＠,＠,＠,＠,＠,			//ランサー
＠,＠,＠,＠,＠,＠,＠,			//ライダー
＠,＠,＠,＠,＠,＠,＠,			//ギルガメッシュ
＠,＠,＠,＠,＠,＠,＠,			//ネコセイバー
第３形態への進化で体力が上昇！,さらにメタルな敵をごくたまに,ふっとばす能力を取得！,＠,第３形態への進化で体力が上昇！,さらにメタルな敵をごくたまに,ふっとばす能力を取得！,			//ネコ桜
＠,＠,＠,＠,＠,＠,＠,			//ネコ凛
＠,＠,＠,＠,＠,＠,＠,			//ネコイリヤ
＠,＠,＠,＠,＠,＠,＠,			//ちび士郎
＠,＠,＠,＠,＠,＠,＠,			//ちび桜
＠,＠,＠,＠,＠,＠,＠,			//記念ネコ
第３形態への進化で全体的に,パワーアップ！さらに敵の攻撃力ダウンと,動きを遅くする効果を無効化！,＠,第３形態への進化で全体的に,パワーアップ！さらに敵の攻撃力ダウンと,動きを遅くする効果を無効化！,			//ネコ探査機
第３形態への進化で,体力と攻撃力と攻撃速度が上昇！,さらに攻撃の発生が速くなる！,＠,第３形態への進化で,体力と攻撃力と攻撃速度が上昇！,さらに攻撃の発生が速くなる！,			//ネコフェンシング
＠,＠,＠,＠,＠,＠,＠,			//黒無垢のミタマ
＠,＠,＠,＠,＠,＠,＠,			//ネコバレー
＠,＠,＠,＠,＠,＠,＠,			//幼傑ダルターニャ
＠,＠,＠,＠,＠,＠,＠,			//ねこ農家
＠,＠,＠,＠,＠,＠,＠,			//ガラスネコ
＠,＠,＠,＠,＠,＠,＠,			//謎仮面のウララー
＠,＠,＠,＠,＠,＠,＠,			//氷上聡里＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//矢部明雄
＠,＠,＠,＠,＠,＠,＠,			//虹谷彩理
＠,＠,＠,＠,＠,＠,＠,			//紺野美崎
＠,＠,＠,＠,＠,＠,＠,			//片桐恋
＠,＠,＠,＠,＠,＠,＠,			//猫塚かりん
第３形態への進化で,攻撃速度は下がるが射程が上昇！,さらに遠方範囲攻撃を取得！,＠,第３形態への進化で,攻撃速度は下がるが射程が上昇！,さらに遠方範囲攻撃を取得！,			//早川あおい
第３形態への進化で,射程と攻撃速度が上昇！,＠,＠,第３形態への進化で,射程と攻撃速度が上昇！,＠,			//橘みずき
第３形態への進化で,体力と射程が上昇！,さらに範囲攻撃を取得！,＠,第３形態への進化で,体力と射程が上昇！,さらに範囲攻撃を取得！,			//六道聖
第３形態への進化で,体力と攻撃力と攻撃速度が上昇！,さらに敵の動きを遅くする効果を無効化！,＠,第３形態への進化で,体力と攻撃力と攻撃速度が上昇！,さらに敵の動きを遅くする効果を無効化！,			//新島早紀
第３形態への進化で,攻撃速度は下がるが,体力と攻撃力と射程が上昇！,＠,第３形態への進化で,攻撃速度は下がるが,体力と攻撃力と射程が上昇！,			//星井スバル
第３形態への進化で,体力と攻撃力が上昇！,さらに波動ダメージも無効化！,＠,第３形態への進化で,体力と攻撃力が上昇！,さらに波動ダメージも無効化！,			//小山雅
第３形態への進化で,体力とノックバック回数が上昇！,＠,＠,第３形態への進化で,体力とノックバック回数が上昇！,＠,			//古龍ガングリオン
第３形態への進化で,メタルな敵に打たれ強い能力が,超打たれ強い能力にパワーアップ！,＠,第４形態への進化で全方位攻撃になり、,体力と攻撃力とクリティカル率が上昇！,さらにメタルへの妨害時間が長くなる！,			//風隼さくら
＠,＠,＠,＠,＠,＠,＠,			//ハニトンくん
＠,＠,＠,＠,＠,＠,＠,			//めんトリ
＠,＠,＠,＠,＠,＠,＠,			//イモウト
第３形態への進化で,体力と攻撃力が上昇！さらにエイリアンの,動きを止める時間が長くなる！,＠,第３形態への進化で,体力と攻撃力が上昇！さらにエイリアンの,動きを止める時間が長くなる！,			//雷の精霊ボルト
＠,＠,＠,＠,＠,＠,＠,			//ちび碇シンジとネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコゲンドウ＆ネコ冬月
＠,＠,＠,＠,＠,＠,＠,			//ネコキリン(エヴァヘッド)
＠,＠,＠,＠,＠,＠,＠,			//ちび渚カヲルとネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコレイ
＠,＠,＠,＠,＠,＠,＠,			//ネコアスカ
＠,＠,＠,＠,＠,＠,＠,			//ネコマリ
第３形態への進化で体力が上昇！,さらに天使にめっぽう強くなり、,たまに攻撃を無効化する能力を取得！,＠,第３形態への進化で体力が上昇！,さらに天使にめっぽう強くなり、,たまに攻撃を無効化する能力を取得！,			//ちび綾波レイとネコ
第３形態への進化で,体力と攻撃力が上昇！さらに,赤い敵をたまにふっとばす能力を取得！,＠,第３形態への進化で,体力と攻撃力が上昇！さらに,赤い敵をたまにふっとばす能力を取得！,			//ちび式波・アスカとネコ
＠,＠,＠,＠,＠,＠,＠,			//ちび真希波・マリとネコ
＠,＠,＠,＠,＠,＠,＠,			//エヴァ零号機
第３形態への進化で小烈波を取得！,必ず生き残るようになり、体力低下で,上昇する攻撃力がパワーアップ！,＠,第３形態への進化で小烈波を取得！,必ず生き残るようになり、体力低下で,上昇する攻撃力がパワーアップ！,			//エヴァ初号機
第３形態への進化で攻撃速度が上昇！,さらに攻撃の発生が速くなり、体力低下で,攻撃力が上昇する能力を取得！,＠,第３形態への進化で攻撃速度が上昇！,さらに攻撃の発生が速くなり、体力低下で,攻撃力が上昇する能力を取得！,			//エヴァ２号機
＠,＠,＠,＠,＠,＠,＠,			//ネコシンジ
＠,＠,＠,＠,＠,＠,＠,			//ゼロムーンオペレーターズ
第３形態への進化で攻撃力が上昇！,＠,＠,＠,第３形態への進化で攻撃力が上昇！,＠,＠,			//温泉天国テルマエ
＠,＠,＠,＠,＠,＠,＠,			//狂乱のもねこ
＠,＠,＠,＠,＠,＠,＠,			//ポコタ
＠,＠,＠,＠,＠,＠,＠,			//オビス
＠,＠,＠,＠,＠,＠,＠,			//ココ
＠,＠,＠,＠,＠,＠,＠,			//太秦萌＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//松賀咲＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//小野ミサ＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//太秦麗＆ネコ
第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,古代種にめっぽう強くなる！,＠,第３形態への進化で体力と攻撃力が上昇！,味方の効果を封じる古代の呪いを無効化し,古代種にめっぽう強くなる！,			//ぶんぶんネコライダー
第３形態への進化で体力と妨害時間が,パワーアップ！さらに古代種の攻撃力を,ダウンさせ、呪いを無効化する能力取得！,＠,第３形態への進化で体力と妨害時間が,パワーアップ！さらに古代種の攻撃力を,ダウンさせ、呪いを無効化する能力取得！,			//ネコクエスト
＠,＠,＠,＠,＠,＠,＠,			//そうまにゃん
＠,＠,＠,＠,＠,＠,＠,			//オタネコギーク
＠,＠,＠,＠,＠,＠,＠,			//ぐでネコマシン
第３形態への進化で攻撃速度が上昇！,さらにゾンビにめっぽう強くなり、,必ず動きを止めるようになる！,＠,第４形態への進化で大きく性能が変化！,波動が遠くまで届くようになり超賢者特効,を取得！さらに波動ダメージを無効化！,			//亡者探偵ヴィグラー
＠,＠,＠,＠,＠,＠,＠,			//ベタックマ
＠,＠,＠,＠,＠,＠,＠,			//ネコックマ
＠,＠,＠,＠,＠,＠,＠,			//白にゃんこ剣士
＠,＠,＠,＠,＠,＠,＠,			//ちびネコヴァルキリー
第３形態への進化で生産コストが半減！,さらに再生産にかかる時間が短くなる！,＠,＠,第３形態への進化で生産コストが半減！,さらに再生産にかかる時間が短くなる！,＠,			//ノビルガ
やあ！元気してる？そろそろ僕も進化,しようと思ってるんだけど、金マタタビが,欲しいんだよね～前に神社の近くで……,＠,やあ！元気してる？そろそろ僕も進化,しようと思ってるんだけど、金マタタビが,欲しいんだよね～前に神社の近くで……,			//激・神さま
＠,＠,＠,＠,＠,＠,＠,			//灼熱のビーチクウ
第３形態への進化で,体力と攻撃力が上昇！,さらにワープ無効能力を取得！,＠,第３形態への進化で,体力と攻撃力が上昇！,さらにワープ無効能力を取得！,			//時空神クロノス
第３形態への進化で攻撃回数が上昇！,さらに攻撃を無効化する能力と、,バリア破壊能力を新たに取得！,＠,第３形態への進化で攻撃回数が上昇！,さらに攻撃を無効化する能力と、,バリア破壊能力を新たに取得！,			//ベベ
＠,＠,＠,＠,＠,＠,＠,			//影傑ダークダルターニャ
＠,＠,＠,＠,＠,＠,＠,			//子連れにゃんこ
第３形態への進化で攻撃速度が上昇！,さらに属性を持たない敵に,めっぽう強くなる！,＠,第３形態への進化で攻撃速度が上昇！,さらに属性を持たない敵に,めっぽう強くなる！,			//戦隊ドリラ
第３形態への進化で,攻撃力が上昇！,さらに再生産にかかる時間が短くなる！,＠,第３形態への進化で,攻撃力が上昇！,さらに再生産にかかる時間が短くなる！,			//戦隊ウチコンガ
第３形態への進化で,攻撃力が上昇！,さらに波動ダメージも無効化！,＠,第３形態への進化で,攻撃力が上昇！,さらに波動ダメージも無効化！,			//戦隊チョキンドス
第３形態への進化で,烈波攻撃を取得！,＠,＠,第３形態への進化で,烈波攻撃を取得！,＠,			//戦隊ショベリン
第３形態への進化で,体力と攻撃力が上昇！,さらにバリア破壊能力を新たに取得！,＠,第３形態への進化で,体力と攻撃力が上昇！,さらにバリア破壊能力を新たに取得！,			//戦隊チャッソ
第３形態への進化で体力と攻撃力が上昇！,超生命体特効を取得し、敵の遅くする効果と,攻撃力ダウン効果を無効化！,＠,第３形態への進化で体力と攻撃力が上昇！,超生命体特効を取得し、敵の遅くする効果と,攻撃力ダウン効果を無効化！,			//宮本武蔵
＠,＠,＠,＠,＠,＠,＠,			//聖会長ジャンヌダルク
第３形態への進化で体力が上昇！,さらにふっとばし効果と毒撃ダメージを,無効化し、超生命体特効を新たに取得！,＠,第３形態への進化で体力が上昇！,さらにふっとばし効果と毒撃ダメージを,無効化し、超生命体特効を新たに取得！,			//天城龍バベル
＠,＠,＠,＠,＠,＠,＠,			//うしわか丸
＠,＠,＠,＠,＠,＠,＠,			//古代ネコ
＠,＠,＠,＠,＠,＠,＠,			//きたろう
＠,＠,＠,＠,＠,＠,＠,			//目玉おやじ
＠,＠,＠,＠,＠,＠,＠,			//ワンダー・モモコ
第３形態への進化で攻撃速度が上昇！,さらに魂攻撃を取得し、,敵の動きを止める効果を無効化！,＠,第３形態への進化で攻撃速度が上昇！,さらに魂攻撃を取得し、,敵の動きを止める効果を無効化！,			//間桐 桜
＠,＠,＠,＠,＠,＠,＠,			//ネコ士郎
＠,＠,＠,＠,＠,＠,＠,			//アーチャーネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコライダー
＠,＠,＠,＠,＠,＠,＠,			//ネコ言峰＆ネコギルガメッシュ
＠,＠,＠,＠,＠,＠,＠,			//レジェルガ
第３形態への進化で,全体的にパワーアップ！さらに,古代種の動きを必ず止めるようになる！,＠,第３形態への進化で,全体的にパワーアップ！さらに,古代種の動きを必ず止めるようになる！,			//フィリバスターX
＠,＠,＠,＠,＠,＠,＠,			//終末兵器ムー
第３形態への進化で,全体的にパワーアップ！さらに,超生命体・超獣特効を取得！,＠,第３形態への進化で,全体的にパワーアップ！さらに,超生命体・超獣特効を取得！,			//土偶戦士ドグ丸
＠,＠,＠,＠,＠,＠,＠,			//465
＠,＠,＠,＠,＠,＠,＠,			//ブラックゼウス
第３形態への進化で体力が上昇！,さらに属性を持つ敵の攻撃力を,ダウンさせる時間が長くなる！,＠,第３形態への進化で体力が上昇！,さらに属性を持つ敵の攻撃力を,ダウンさせる時間が長くなる！,			//スーパーゼウス
第３形態への進化で大きく性能が変化！,さらに浮いてる敵と黒い敵とエイリアンに,めっぽう強くなる！,＠,第３形態への進化で大きく性能が変化！,さらに浮いてる敵と黒い敵とエイリアンに,めっぽう強くなる！,			//聖フェニックス
第３形態への進化で,体力とノックバック回数が上昇！,さらに移動速度が上昇！,＠,第３形態への進化で,体力とノックバック回数が上昇！,さらに移動速度が上昇！,			//スーパーデビル
＠,＠,＠,＠,＠,＠,＠,			//サタンマリア
